url,title,round_id,tier,classified_method,article_relevance_score,models_agreeing_high,disagreement_type,method_certainty,m1_decision_score,m1_decision_p1,m1_method_rct_score,m1_method_rct_p1,m1_method_prepost_score,m1_method_prepost_p1,m1_method_case_study_score,m1_method_case_study_p1,m1_method_expert_qual_score,m1_method_expert_qual_p1,m1_method_expert_secondary_score,m1_method_expert_secondary_p1,m1_method_gut_score,m1_method_gut_p1,m2old_decision_score,m2old_decision_p1,m2old_method_rct_score,m2old_method_rct_p1,m2old_method_prepost_score,m2old_method_prepost_p1,m2old_method_case_study_score,m2old_method_case_study_p1,m2old_method_expert_qual_score,m2old_method_expert_qual_p1,m2old_method_expert_secondary_score,m2old_method_expert_secondary_p1,m2old_method_gut_score,m2old_method_gut_p1,m2new_decision_score,m2new_decision_p1,m2new_method_rct_score,m2new_method_rct_p1,m2new_method_prepost_score,m2new_method_prepost_p1,m2new_method_case_study_score,m2new_method_case_study_p1,m2new_method_expert_qual_score,m2new_method_expert_qual_p1,m2new_method_expert_secondary_score,m2new_method_expert_secondary_p1,m2new_method_gut_score,m2new_method_gut_p1,m3_decision_score,m3_decision_p1,m3_method_rct_score,m3_method_rct_p1,m3_method_prepost_score,m3_method_prepost_p1,m3_method_case_study_score,m3_method_case_study_p1,m3_method_expert_qual_score,m3_method_expert_qual_p1,m3_method_expert_secondary_score,m3_method_expert_secondary_p1,m3_method_gut_score,m3_method_gut_p1,m4_decision_score,m4_decision_p1,m4_method_rct_score,m4_method_rct_p1,m4_method_prepost_score,m4_method_prepost_p1,m4_method_case_study_score,m4_method_case_study_p1,m4_method_expert_qual_score,m4_method_expert_qual_p1,m4_method_expert_secondary_score,m4_method_expert_secondary_p1,m4_method_gut_score,m4_method_gut_p1,m5_decision_score,m5_decision_p1,m5_method_rct_score,m5_method_rct_p1,m5_method_prepost_score,m5_method_prepost_p1,m5_method_case_study_score,m5_method_case_study_p1,m5_method_expert_qual_score,m5_method_expert_qual_p1,m5_method_expert_secondary_score,m5_method_expert_secondary_p1,m5_method_gut_score,m5_method_gut_p1,m6_decision_score,m6_decision_p1,m6_method_rct_score,m6_method_rct_p1,m6_method_prepost_score,m6_method_prepost_p1,m6_method_case_study_score,m6_method_case_study_p1,m6_method_expert_qual_score,m6_method_expert_qual_p1,m6_method_expert_secondary_score,m6_method_expert_secondary_p1,m6_method_gut_score,m6_method_gut_p1
https://www.theguardian.com/society/2023/oct/24/nhs-investigate-dead-people-invited-covid-flu-jabs,NHS England to investigate why dead people invited for Covid and flu jabs,83,B,method_rct,0.10383447694518053,1,outlier_high,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.6056217414269869,0.6056217414269869,0.6305961362633276,0.6305961362633276,0.5973540476356796,0.5973540476356796,0.5913023618770016,0.5913023618770016,0.7444326163626819,0.7444326163626819,0.745392721432112,0.745392721432112,0.35938162675768676,0.35938162675768676,0.3759887548048779,0.3759887548048779,0.12778550984366943,0.12778550984366943,0.030599170875006715,0.030599170875006715,0.12078081067206944,0.12078081067206944,0.1263963093297732,0.1263963093297732,0.045009227994569835,0.045009227994569835,0.0,0.0,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.3806171119213104,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/commentisfree/2023/sep/21/nuclear-energy-australia-smokescreen-climate-denialism-coalition,"The push for nuclear energy in Australia is driven by delay and denial, not evidence",83,B,method_gut,0.13651687085932174,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.40296375526960215,0.40296375526960215,0.3150808188018058,0.3150808188018058,0.510779557063058,0.510779557063058,0.3411604382613348,0.3411604382613348,0.5746111375923151,0.5746111375923151,0.32384186141308824,0.32384186141308824,0.3621878714904478,0.3621878714904478,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.027332762256264687,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
https://www.theguardian.com/us-news/2023/sep/13/why-biden-impeachment-inquiry-what-happens-next,Why are Republicans launching Biden impeachment inquiry and what’s next?,83,B,method_gut,0.10750011126007157,1,outlier_high,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.17131858100929387,0.17131858100929387,0.2842836761232338,0.2842836761232338,0.04252080700059546,0.04252080700059546,0.22709637597871732,0.22709637597871732,0.3518252091251851,0.3518252091251851,0.0,0.0,0.34085661214667623,0.34085661214667623,0.35143745654249103,0.35143745654249103,0.1336151524102837,0.1336151524102837,0.04484997538237098,0.04484997538237098,0.09037895038253302,0.09037895038253302,0.12631534176990614,0.12631534176990614,0.01651143488826034,0.01651143488826034,0.07097971586400662,0.07097971586400662,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.016407739371061325,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/world/2023/sep/08/russia-ukraine-war-at-a-glance-what-we-know-on-day-562-of-the-invasion,Russia-Ukraine war at a glance: what we know on day 562 of the invasion,83,none,method_rct,0.021856241231790922,0,,MEDIUM,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.18151984756155182,0.18151984756155182,0.5506752009461814,0.5506752009461814,0.0,0.0,0.4061857644573431,0.4061857644573431,0.2659682223607456,0.2659682223607456,0.0,0.0,0.33877939787719386,0.33877939787719386,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.014548394829034805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/world/2023/nov/01/pentagon-ufos-online-reports-aaro,‘We’ve uncovered some things’: Pentagon’s UFO online reporting tool launches,83,none,method_expert_qual,0.05910877929286589,0,,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.4790565388997714,0.4790565388997714,0.2501041640779148,0.2501041640779148,0.46396040630928964,0.46396040630928964,0.34691295038729775,0.34691295038729775,0.579572574061277,0.579572574061277,0.0,0.0,0.3725951982370012,0.3725951982370012,0.4614208694117813,0.4614208694117813,0.22870221769769317,0.22870221769769317,0.08964277818211948,0.08964277818211948,0.09461398243189297,0.09461398243189297,0.07880160324476373,0.07880160324476373,0.017794988213198568,0.017794988213198568,0.08796833768440987,0.08796833768440987,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15193895995616913,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2023/nov/15/ikea-engineered-stone-sales-silicosis-ban-bunnings,Ikea joins Bunnings in banning engineered stone products linked to silicosis,83,B,method_gut,0.21489995941936074,2,near_tier_a,MEDIUM,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.26867422464746155,0.26867422464746155,0.2468188466863902,0.2468188466863902,0.37894145608393276,0.37894145608393276,0.1918323222707685,0.1918323222707685,0.4312746438995353,0.4312746438995353,0.0,0.0,0.3499582998191349,0.3499582998191349,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.15199927985668182,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/world/2022/nov/16/poland-president-missile-strike-probably-ukrainian-stray,"Missile that hit Poland likely came from Ukraine defences, say Warsaw and Nato",83,none,method_rct,0.052423839310723426,0,,MEDIUM,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.3832531699239825,0.3832531699239825,0.8167967987790089,0.8167967987790089,0.0,0.0,0.7122705077963618,0.7122705077963618,0.1089803371203398,0.1089803371203398,0.0,0.0,0.3161468195568103,0.3161468195568103,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.03321684151887894,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/environment/2023/jul/08/climate-scientist-politician-maisa-rojas-chile-government-climate,"Climate scientist Maisa Rojas: ‘I have a mandate to be part of Chile’s first ecological, feminist government’",83,none,method_expert_qual,0.022274576558602675,0,,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.2132595417884911,0.2132595417884911,0.2733090525614502,0.2733090525614502,0.2770995818443993,0.2770995818443993,0.16767821967564192,0.16767821967564192,0.4719295617353677,0.4719295617353677,0.028281747032759125,0.028281747032759125,0.34825878713952435,0.34825878713952435,0.35143745654249103,0.35143745654249103,0.1336151524102837,0.1336151524102837,0.04484997538237098,0.04484997538237098,0.09037895038253302,0.09037895038253302,0.12631534176990614,0.12631534176990614,0.01651143488826034,0.01651143488826034,0.07097971586400662,0.07097971586400662,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.02865631692111492,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2023/jun/07/morrison-government-gave-4m-to-group-accused-of-conducting-exorcisms-and-gay-conversions,Morrison government’s $4m grant to group accused of ‘extreme religious practices’ was likely unlawful,83,B,method_expert_qual,0.22770742210765563,2,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.5,0.2,1.0,0.8,0.5,0.2,1.0,0.8,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.6731160670618819,0.6731160670618819,0.30045007890540987,0.30045007890540987,0.6014864271609293,0.6014864271609293,0.5921830622256309,0.5921830622256309,0.7320799653430964,0.7320799653430964,0.450894228601746,0.450894228601746,0.3832286594429641,0.3832286594429641,0.4614208694117813,0.4614208694117813,0.22870221769769317,0.22870221769769317,0.08964277818211948,0.08964277818211948,0.09461398243189297,0.09461398243189297,0.07880160324476373,0.07880160324476373,0.017794988213198568,0.017794988213198568,0.08796833768440987,0.08796833768440987,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.5221582055091858,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
https://www.theguardian.com/politics/2023/apr/03/voter-photo-id-plan-attacked-as-uk-data-shows-no-cases-of-impersonation,Voter photo ID plan attacked as UK data shows no cases of impersonation,83,B,method_gut,0.2608608693020606,3,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,1.0,0.8,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.5572529119857935,0.5572529119857935,0.21754294002198582,0.21754294002198582,0.5673407738854628,0.5673407738854628,0.4438535180059612,0.4438535180059612,0.5848577626860297,0.5848577626860297,0.2506432867329384,0.2506432867329384,0.37307757059051266,0.37307757059051266,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.2824691832065582,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
