url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/science/2017/mar/09/uk-children-with-cancer-could-miss-out-on-drug-trials-after-brexit-doctors-warn,"UK children with cancer could miss out on drug trials after Brexit, doctors warn",method_expert_qual,method_rct,LOW,0.15184323805305563,2,method_disagree,0.8,0.05,0.05,0.6888738848736113,0.4436995299530568,0.3240092694759369,0.15000000000000002
https://www.theguardian.com/world/2016/jun/20/human-testing-experimental-zika-vaccine-virus,Human testing of experimental Zika vaccine to begin,method_rct,,MEDIUM,0.24870517330683053,2,near_tier_a,0.2,0.05,0.05,0.6427026398651746,0.4436995299530568,0.6360438466072083,0.5
https://www.theguardian.com/science/2016/feb/25/french-drug-trial-scandal-dogs-died-in-pre-clinical-test,French drug trial scandal: 'dogs died in pre-clinical test',method_rct,,MEDIUM,0.19481084689384678,2,near_tier_a,0.8,0.05,0.05,0.5106237415656238,0.5539441521023458,0.1129181906580925,0.44999999999999996
https://www.theguardian.com/business/2013/feb/05/glaxo-smith-kline-publish-clinical-trial-data,GlaxoSmithKline to publish clinical trial data,method_case_study,,LOW,0.12708047720018478,1,outlier_high,0.8,0.05,0.05,0.6025427788314788,0.4436995299530568,0.1378553956747055,0.25
https://www.theguardian.com/business/2013/oct/31/astrazeneca-us-drug-trial,AstraZeneca US drug trial queried,method_rct,,LOW,0.14498185092286137,1,outlier_high,0.2,0.05,0.05,0.5491348156677596,0.5870051792767166,0.2500836253166199,0.25
https://www.theguardian.com/society/2013/mar/06/stomach-cancer-breath-test,Stomach cancer breath test trialled successfully,method_rct,,MEDIUM,0.22524857697613743,2,near_tier_a,0.2,0.8,0.05,0.39531023370617135,0.42440329875439564,0.5826364755630493,0.4
https://www.theguardian.com/society/2014/sep/17/ruth-atkins-first-british-volunteer-injected-trial-ebola-vaccine-oxford,First British volunteer injected with trial Ebola vaccine in Oxford,method_rct,,MEDIUM,0.26181801513640385,2,near_tier_a,0.8,0.05,0.05,0.6826378748389359,0.35143745654249103,0.18297278881072998,0.55
https://www.theguardian.com/business/2013/jul/21/big-pharma-secret-drugs-trials,Big pharma mobilising patients in battle over drugs trials data,method_gut,,LOW,0.11508144628346094,1,outlier_high,0.8,0.05,0.05,0.5400439357907078,0.4436995299530568,0.12256813049316406,0.15000000000000002
https://www.theguardian.com/commentisfree/2013/sep/17/drug-trials-data-released,Why the data on all drug trials must be released,method_rct,method_expert_qual,LOW,0.18783809501865134,1,outlier_high,0.8,0.05,0.05,0.5523287818945053,0.4436995299530568,0.0647229328751564,0.25
https://www.theguardian.com/science/2010/oct/11/stem-cell-trial-spinal-cord,Stem cell clinical trial aims to combat nerve damage in human tissue,method_rct,,MEDIUM,0.21768165205754386,2,near_tier_a,0.2,0.05,0.05,0.5461192213737461,0.4436995299530568,0.6955813765525818,0.44999999999999996
https://www.theguardian.com//Smarthealthcare/wirral-university-foundation-cerner-powertrials-readman-27jan10,Wirral places clinical trials at its core,method_rct,method_prepost,LOW,0.21852696571765573,3,method_disagree,0.05,0.05,0.05,0.7388707421459462,0.553682942822347,0.7311404943466187,0.15000000000000002
https://www.theguardian.com/business/marketforceslive/2009/sep/01/shire-astrazeneca,Market forces breaking news: A tale of three drugs trials,method_rct,,LOW,0.10382128890633134,1,outlier_high,0.05,0.05,0.05,0.5396223646723124,0.4396925704304506,0.030500926077365875,0.55
https://www.theguardian.com/commentisfree/2010/aug/14/drug-companies-bury-negative-research,Drug firms hiding negative research are unfit to experiment on people,method_case_study,method_gut,LOW,0.16206772486332036,1,outlier_high,0.8,0.05,0.05,0.5601868481208436,0.28109764943073584,0.023077070713043213,0.15000000000000002
https://www.theguardian.com/technology/blog/2009/mar/12/voice-risk-analysis-lie-detection-benefits-government-results,Government announces 'results' of voice analysis trial - but what do they mean?,method_expert_secondary,method_gut,LOW,0.23403360040666907,2,method_disagree,0.8,0.05,0.2,0.5980238091016672,0.4400112765125841,0.10556016862392426,0.4
https://www.theguardian.com/uk/2006/apr/05/health.healthandwellbeing2,'No faults in calamitous drug trial',method_case_study,method_expert_secondary,LOW,0.2118337220808622,3,method_disagree,0.8,0.05,0.05,0.4519145695219797,0.514039337064812,0.22581765055656433,0.44999999999999996
https://www.theguardian.com/business/2007/jun/04/marketforces.glaxosmithklinebusiness,Glaxo's drug trial woes continue,method_rct,,LOW,0.10479974519273852,1,outlier_high,0.05,0.05,0.05,0.5073345425250768,0.5870051792767166,0.10442204773426056,0.05
https://www.theguardian.com/commentisfree/2007/feb/23/analternativetotheacademie,An expensive experiment,method_case_study,method_expert_secondary,LOW,0.2626864128035171,2,method_disagree,0.8,0.05,0.2,0.618470082879121,0.27709068990812963,0.21185263991355896,0.6499999999999999
https://www.theguardian.com/society/2006/mar/16/health.medicineandhealth2,Relatives' fury over calamitous drug trial,method_rct,method_expert_qual,LOW,0.16915116417955525,1,outlier_high,0.8,0.05,0.05,0.48175730666278627,0.4436995299530568,0.057791125029325485,0.25
https://www.theguardian.com/society/2006/apr/06/health.medicineandhealth1,Drug trial company provisionally cleared by medicines regulator,method_rct,method_case_study,LOW,0.23873577076874924,4,method_disagree,0.8,0.05,0.05,0.4939547455293277,0.514039337064812,0.37289491295814514,0.5
https://www.theguardian.com/media/2002/dec/09/broadcasting.bbc2,BBC weighs in with Diet Trials,method_rct,,MEDIUM,0.13830495016808728,2,near_tier_a,0.2,0.05,0.05,0.6150971185879421,0.5343867116236858,0.1790054887533188,0.4
https://www.theguardian.com/society/2000/nov/14/voluntarysector.cancercare,Cancer charity puts clinical trials details on the web,method_rct,,LOW,0.12180026088318927,1,outlier_high,0.05,0.05,0.05,0.6674942744618674,0.5385906353271989,0.20672377943992615,0.15000000000000002
https://www.theguardian.com/commentisfree/2017/oct/01/vaginal-mesh-scandal-women-dont-need-body-shaming,Vaginal mesh scandal: women don’t need body-shaming on top of their pain,method_case_study,method_gut,LOW,0.1661695749138785,1,outlier_high,0.8,0.05,0.05,0.42755961018154864,0.4436995299530568,0.2851000428199768,0.15000000000000002
https://www.theguardian.com/science/blog/2016/may/17/why-psychedelics-could-be-a-new-class-of-antidepressant-psilocybin,Why psychedelics could be a new class of antidepressant,method_rct,,LOW,0.10474257501071176,1,outlier_high,0.2,0.05,0.05,0.570846152366706,0.28109764943073584,0.4019801914691925,0.15000000000000002
https://www.theguardian.com/global-development/2015/dec/07/tuberculosis-vaccine-beat-disease-by-2035-stop-tb-partnership,Quest for tuberculosis vaccine begins as scientists aim to beat disease by 2035,method_rct,,LOW,0.171441271126521,1,outlier_high,0.8,0.05,0.05,0.5930005590714579,0.28109764943073584,0.0637940838932991,0.15000000000000002
https://www.theguardian.com/science/neurophilosophy/2015/aug/28/gene-therapy-rescues-dying-cells-in-the-brains-of-alzheimers-patients,Gene therapy rescues dying cells in the brains of Alzheimer's patients,method_rct,method_case_study,LOW,0.31166342946233627,3,method_disagree,0.8,0.8,0.05,0.5016819743202567,0.4436995299530568,0.5059598684310913,0.15000000000000002
https://www.theguardian.com/world/2004/apr/04/usa.highereducation,UK firm tried HIV drug on orphans,method_rct,method_case_study,LOW,0.178637198287379,1,outlier_high,0.8,0.05,0.05,0.6397402288889071,0.28109764943073584,0.15576493740081787,0.05
https://www.theguardian.com/commentisfree/2007/may/24/thefdaandsunlight,Drug approvals gone wild,method_rct,,MEDIUM,0.13630258984456475,2,near_tier_a,0.8,0.05,0.05,0.5455516533447896,0.5870051792767166,0.09918110072612762,0.25
https://www.theguardian.com/healthcare-network/2011/nov/22/audio-recordings-patient-navigate-cancer-treatment,How audio recordings can help patients navigate cancer treatment,method_case_study,,MEDIUM,0.2183676172094473,2,near_tier_a,0.8,0.05,0.05,0.4928530396183475,0.42440329875439564,0.16900859773159027,0.44999999999999996
https://www.theguardian.com/media/2003/apr/28/mondaymediasection.Iraqandthemedia,The battle we don't report,method_expert_secondary,,LOW,0.14880140789397037,1,outlier_high,0.8,0.05,0.05,0.29620652248325297,0.4919070532396389,0.03556386008858681,0.25
https://www.theguardian.com/politics/2003/sep/14/science.health,Diet of fish 'can prevent' teen violence,method_expert_secondary,,LOW,0.18220244414525166,1,outlier_high,0.8,0.05,0.05,0.5309611511574845,0.42440329875439564,0.12937882542610168,0.15000000000000002
https://www.theguardian.com/society/2011/jul/19/telecare-drive-free-installation-councils,Will free installation convince doubters of the benefits of telecare?,method_expert_qual,method_prepost,LOW,0.19754725366671144,3,method_disagree,0.8,0.05,0.05,0.7445720258401719,0.3180141899227427,0.1995381861925125,0.35
https://www.theguardian.com/business/2004/nov/29/environment.society,Study looks at mobile phone mast fears,method_rct,,LOW,0.1009519352707402,1,outlier_high,0.2,0.05,0.05,0.5447067132934591,0.5896342112402929,0.227543443441391,0.25
https://www.theguardian.com/society/2014/sep/29/breast-cancer-drug-perjeta-extend-lives-study,Breast cancer drug Perjeta could extend patients’ lives by 15 months – study,method_rct,,MEDIUM,0.2987472150103586,2,near_tier_a,0.2,0.8,0.2,0.5849998010808364,0.4947431058661509,0.699963390827179,0.35
https://www.theguardian.com/global-development/2013/apr/25/cambodia-tests-mass-repellents-malaria,Cambodia tests mass use of repellents in fight against malaria,method_case_study,method_rct,LOW,0.23693202571325325,2,method_disagree,0.8,0.2,0.2,0.5769498149423595,0.400553938243672,0.18373221158981323,0.44999999999999996
https://www.theguardian.com/science/2015/oct/27/asthma-drug-could-rejuvenate-ageing-brains-study-suggests,"Asthma drug could rejuvenate ageing brains, study suggests",method_rct,,MEDIUM,0.19441956366840268,2,near_tier_a,0.2,0.2,0.05,0.6325510577907028,0.5870051792767166,0.6169224381446838,0.15000000000000002
https://www.theguardian.com/science/2009/sep/24/medical-research-hiv-infection,HIV-positive Aids orphans in Thailand receive an anti-HIV tablet,method_rct,,MEDIUM,0.29980029043764206,2,near_tier_a,0.8,0.05,0.05,0.6731211919667087,0.39194228041451923,0.13769057393074036,0.7
https://www.theguardian.com/society/1999/feb/17/guardiansocietysupplement6,Hot potatoes,method_gut,,LOW,0.12701884287815454,1,outlier_high,0.8,0.05,0.05,0.29649827881337765,0.28109764943073584,0.024443423375487328,0.15000000000000002
https://www.theguardian.com/voluntary-sector-network/2013/apr/02/service-access-reoffending-data,New service will improve access to reoffending data,method_expert_secondary,method_prepost,LOW,0.3567841254374515,4,method_disagree,0.8,0.2,0.2,0.7664935312649395,0.4434925092901212,0.6815794110298157,0.55
https://www.theguardian.com/publicservicesawards/just-point-and-learn,Just point and learn,method_case_study,,LOW,0.17840089616588106,1,outlier_high,0.2,0.05,0.05,0.6200429030268025,0.4297521330735512,0.22947736084461212,0.44999999999999996
https://www.theguardian.com/katine/2009/may/15/savings-loans-reaching-poorest,Village savings scheme reaching the poorest in Katine,method_case_study,method_rct,LOW,0.18697992377856582,2,method_disagree,0.2,0.2,0.2,0.6217401225349171,0.5191905439717458,0.5283582806587219,0.30000000000000004
https://www.theguardian.com/environment/2005/dec/04/greenpolitics.politics,Britain 'could bury greenhouse gases',method_rct,,LOW,0.08201708723432435,1,outlier_high,0.2,0.05,0.05,0.5566209646795264,0.27709068990812963,0.10582932084798813,0.25
https://www.theguardian.com/media/2007/feb/12/mondaymediasection,Dispatches,method_rct,,LOW,0.07558334838005693,1,outlier_high,0.2,0.05,0.05,0.43864545881409067,0.514039337064812,0.014201178215444088,0.05
https://www.theguardian.com/social-enterprise-network/2013/aug/29/findacure-and-rare-diseases,Social enterprise Findacure aims to unlock new insights into rare diseases,method_rct,,LOW,0.12173428272302393,1,outlier_high,0.05,0.05,0.05,0.590703663686131,0.42440329875439564,0.47446969151496887,0.15000000000000002
https://www.theguardian.com/global-development/poverty-matters/2010/nov/15/malaria-treatment-new-drug-artesunate,Why aren't we using artesunate to treat malaria?,method_rct,,MEDIUM,0.28546354426028603,2,near_tier_a,0.8,0.05,0.05,0.6333347054037854,0.42440329875439564,0.2194022387266159,0.6499999999999999
https://www.theguardian.com/uk/2000/sep/01/sarahboseley1,Heart transplants: medical miracle may be a waste of time and money,method_expert_secondary,method_rct,LOW,0.23555923750773605,3,method_disagree,0.8,0.05,0.05,0.5267941983271348,0.5343867116236858,0.06603603810071945,0.55
https://www.theguardian.com/education/2009/jul/14/medical-research-funding-jimmy-savile,Jim fixes it for medical students,method_case_study,,LOW,0.09862389229520757,1,outlier_high,0.05,0.05,0.05,0.5851741928567294,0.5191905439717458,0.0247267484664917,0.05
https://www.theguardian.com/society/2001/jul/20/1,Which doctors?,method_rct,,LOW,0.09755051895982098,1,outlier_high,0.8,0.05,0.05,0.49483443116471537,0.4436995299530568,0.03922393172979355,0.15000000000000002
https://www.theguardian.com/world/2009/jul/14/swine-flu-vaccination-who-chan,"Swine flu vaccine still months away, says global health chief",method_gut,,LOW,0.17928946560930784,1,outlier_high,0.8,0.05,0.05,0.5564816973484619,0.4436995299530568,0.034772977232933044,0.15000000000000002
https://www.theguardian.com/money/2009/sep/24/flat-head-syndrome-helmet-cure,Doubts over helmet cure for 'flat head syndrome' in babies,method_gut,,LOW,0.1627880546131048,1,outlier_high,0.8,0.05,0.05,0.5537920771883318,0.28109764943073584,0.27474647760391235,0.15000000000000002
https://www.theguardian.com/world/2003/aug/07/health.healthandwellbeing,Breakthrough in hunt for Ebola vaccine,method_rct,,LOW,0.09656921389632282,1,outlier_high,0.2,0.05,0.05,0.5552771596601982,0.35143745654249103,0.40827420353889465,0.15000000000000002
