url,title,classified_method,tied_methods,confidence,method_certainty,article_relevance_score,models_agreeing_high,which_models_high
https://www.theguardian.com/business/marketforceslive/2016/mar/14/gw-pharmaceuticals-doubles-in-value-after-cannabis-drug-success-in-epilepsy-trial,GW Pharmaceuticals doubles in value after cannabis drug success in epilepsy trial,method_rct,"[""method_rct""]",0.34761051648284197,MEDIUM,0.4159260507774315,5,"[""m1"", ""m2old"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2014/aug/28/medical-marijuana-undergo-clinical-trials-victoria,Medical marijuana to undergo clinical trials in Victoria,method_rct,"[""method_rct""]",0.3102152639906141,MEDIUM,0.16547799550909842,3,"[""m1"", ""m4"", ""m6""]"
https://www.theguardian.com/australia-news/2015/apr/19/victoria-and-queensland-announce-medicinal-marijuana-trials,Victoria and Queensland announce medicinal marijuana trials,method_rct,"[""method_rct""]",0.3777650268294445,MEDIUM,0.4193313247515734,6,"[""m1"", ""m2old"", ""m2new"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2015/jun/21/eating-disorders-nhs-trial-anorexia-bulemia,NHS trial 'transforms lives' of young anorexia and bulimia sufferers,method_rct,"[""method_rct""]",0.2719574561715669,LOW,0.393274939153372,3,"[""m1"", ""m2old"", ""m5""]"
https://www.theguardian.com/commentisfree/2011/mar/26/ben-goldacre-bad-science-trials,Budget boost for clinical trials,method_rct,"[""method_rct""]",0.3475379453344303,MEDIUM,0.2338130585461695,3,"[""m1"", ""m4"", ""m5""]"
https://www.theguardian.com/science/2010/feb/21/peanut-allergy-clinical-trial,Doctors launch major trials to treat childhood peanut allergy after promising pilot study,method_rct,"[""method_rct""]",0.39517074987323125,MEDIUM,0.5049985770517927,5,"[""m1"", ""m2old"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2011/sep/30/ecstasy-trial-ptsd-sufferers,Ecstasy trial planned to test benefits for trauma victims,method_rct,"[""method_rct""]",0.40052683062216154,MEDIUM,0.3066665976631422,4,"[""m1"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2011/sep/22/embryonic-stem-cell-trial-blindness,First trial of embryonic stem cell treatment in Europe gets green light,method_rct,"[""method_rct""]",0.3790866407535258,MEDIUM,0.3598554837997638,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/lifeandstyle/2009/oct/19/embryo-screening-trial-ivf-treatment,Embryo screening trial promises new development in IVF treatment,method_rct,"[""method_rct""]",0.297660530086693,LOW,0.41899602239562606,3,"[""m1"", ""m2old"", ""m5""]"
https://www.theguardian.com/science/2008/oct/23/multiple-sclerosis-treatment,Major step towards treating multiple sclerosis as trials show drug reverses effects of disease,method_rct,"[""method_rct""]",0.3123384060794797,MEDIUM,0.38078800861183865,4,"[""m1"", ""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2017/aug/04/diabetes-drug-could-help-those-living-with-parkinsons-disease-research-reveals,"Diabetes drug could help those living with Parkinson's disease, research reveals",method_rct,"[""method_rct""]",0.23294038024876879,LOW,0.324313349994257,3,"[""m1"", ""m2old"", ""m5""]"
https://www.theguardian.com/uk/2004/jun/25/health.research,"Alzheimer's drugs a waste of money, says NHS study",method_rct,"[""method_rct""]",0.5312619802283467,HIGH,0.3685454083812761,4,"[""m1"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/world/1999/jul/11/nicoleveash.theobserver,'Miracle' smoking cure cuts craving,method_rct,"[""method_rct"", ""method_prepost"", ""method_case_study"", ""method_expert_qual"", ""method_expert_secondary""]",0.17987662228796025,LOW,0.3196988179717037,3,"[""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/uk/2003/aug/21/drugsandalcohol.politics,Patients to get cannabis in hospital,method_rct,"[""method_rct""]",0.3719077402783732,MEDIUM,0.29047627204971516,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2008/apr/30/socialexclusion1,Timely interventions,method_case_study,"[""method_case_study""]",0.7188168626855178,HIGH,0.3505230384975183,3,"[""m1"", ""m2new"", ""m4""]"
https://www.theguardian.com/business/2005/jan/05/1,AstraZeneca withdraws application for cancer drug sale in EU,method_rct,"[""method_rct""]",0.312004629343687,MEDIUM,0.2707815006211849,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2015/mar/09/ivf-test-pinpoints-womans-fertility-window-implantation,IVF test improves chances of implantation by pinpointing fertility window,method_rct,"[""method_rct""]",0.3940341775641844,MEDIUM,0.4027953016741345,4,"[""m1"", ""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2000/feb/13/genetics.drugs,Mass gene bank launched,method_rct,"[""method_rct""]",0.22856723712613689,LOW,0.268703075230734,4,"[""m1"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2002/jan/09/disability.guardiansocietysupplement,U-turn on disability work plans,method_rct,"[""method_rct""]",0.4296838703344528,MEDIUM,0.4348130914594405,4,"[""m1"", ""m2new"", ""m5"", ""m6""]"
