url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/society/2021/feb/21/scientists-say-clinical-trials-for-variant-proof-vaccines-could-start-very-soon,Scientists say clinical trials  for ‘variant-proof’ vaccines could start very soon,method_rct,,LOW,0.13114567256568205,1,outlier_high,0.05,0.05,0.05,0.6517622446729336,0.4436995299530568,0.32840391993522644,0.15000000000000002
https://www.theguardian.com/world/2020/nov/04/only-small-chance-oxford-covid-vaccine-ready-by-christmas,Only 'small chance' Oxford Covid vaccine ready by Christmas,method_rct,,LOW,0.13545001007978,1,outlier_high,0.2,0.05,0.05,0.6084578036296628,0.332754928908822,0.10835631936788559,0.44999999999999996
https://www.theguardian.com/australia-news/2021/feb/07/cbd-will-go-on-sale-in-australia-but-first-manufacturers-will-have-to-prove-it-works,"CBD will go on sale in Australia, but first manufacturers will have to prove it works",method_expert_qual,method_expert_secondary,LOW,0.20198306153405274,3,method_disagree,0.8,0.8,0.2,0.4953861463024516,0.28109764943073584,0.5135675668716431,0.6499999999999999
https://www.theguardian.com/world/2020/jul/21/uk-targets-12-covid-19-vaccines-from-around-the-world,UK targets up to 12 Covid-19 vaccines from around the world,method_rct,,MEDIUM,0.2373316277539546,2,near_tier_a,0.2,0.05,0.8,0.6660154478718142,0.35143745654249103,0.6184213161468506,0.25
https://www.theguardian.com/commentisfree/2021/jun/28/alzheimers-drug-aducanumab-approval-dementia,We’ve got the first Alzheimer’s drug in decades. But is it a breakthrough? ,method_rct,,MEDIUM,0.13864224903990946,2,near_tier_a,0.8,0.05,0.05,0.5900872480127815,0.28109764943073584,0.5149481892585754,0.25
https://www.theguardian.com/science/2021/jan/26/pharmaceutical-giants-not-ready-for-next-pandemic-report-warns,"Pharmaceutical giants not ready for next pandemic, report warns",method_expert_qual,,LOW,0.15814367046386357,1,outlier_high,0.8,0.05,0.05,0.553593584572743,0.35143745654249103,0.05401165038347244,0.15000000000000002
https://www.theguardian.com/world/2020/dec/09/englands-chief-medic-warns-of-covid-surge-if-social-rules-ditched,England's chief medic warns of Covid surge if social rules ignored,method_expert_qual,method_expert_secondary,LOW,0.10784628017335239,1,outlier_high,0.05,0.05,0.05,0.75393348883661,0.39108106230002604,0.14818048477172852,0.25
https://www.theguardian.com/world/2020/aug/14/uk-agrees-deal-90m-doses-two-potential-coronavirus-vaccines,UK agrees deals for 90m doses of two potential coronavirus vaccines,method_rct,,MEDIUM,0.15826045050031098,2,near_tier_a,0.05,0.05,0.2,0.6247368930929218,0.514039337064812,0.4642559885978699,0.15000000000000002
https://www.theguardian.com/world/2020/dec/23/more-data-needed-before-second-vaccine-dose-diverted-to-first-timers-says-covid-adviser,"More data needed before giving just one vaccine dose, says Covid adviser",method_expert_qual,method_gut,LOW,0.12239455022011483,2,method_disagree,0.8,0.2,0.2,0.5962976085051364,0.35143745654249103,0.17735294997692108,0.25
https://www.theguardian.com/business/2020/aug/25/astrazeneca-covid-19-antibody-drug-trial-volunteers-vaccine,Covid-19: ‘possible’ Oxford vaccine data will be put before regulators this year,method_rct,,LOW,0.1913890731524321,1,outlier_high,0.2,0.05,0.05,0.6617036473525149,0.4436995299530568,0.21107885241508484,0.5
