url,title,round_id,tier,classified_method,article_relevance_score,models_agreeing_high,disagreement_type,method_certainty,m1_decision_score,m1_decision_p1,m1_method_rct_score,m1_method_rct_p1,m1_method_prepost_score,m1_method_prepost_p1,m1_method_case_study_score,m1_method_case_study_p1,m1_method_expert_qual_score,m1_method_expert_qual_p1,m1_method_expert_secondary_score,m1_method_expert_secondary_p1,m1_method_gut_score,m1_method_gut_p1,m2old_decision_score,m2old_decision_p1,m2old_method_rct_score,m2old_method_rct_p1,m2old_method_prepost_score,m2old_method_prepost_p1,m2old_method_case_study_score,m2old_method_case_study_p1,m2old_method_expert_qual_score,m2old_method_expert_qual_p1,m2old_method_expert_secondary_score,m2old_method_expert_secondary_p1,m2old_method_gut_score,m2old_method_gut_p1,m2new_decision_score,m2new_decision_p1,m2new_method_rct_score,m2new_method_rct_p1,m2new_method_prepost_score,m2new_method_prepost_p1,m2new_method_case_study_score,m2new_method_case_study_p1,m2new_method_expert_qual_score,m2new_method_expert_qual_p1,m2new_method_expert_secondary_score,m2new_method_expert_secondary_p1,m2new_method_gut_score,m2new_method_gut_p1,m3_decision_score,m3_decision_p1,m3_method_rct_score,m3_method_rct_p1,m3_method_prepost_score,m3_method_prepost_p1,m3_method_case_study_score,m3_method_case_study_p1,m3_method_expert_qual_score,m3_method_expert_qual_p1,m3_method_expert_secondary_score,m3_method_expert_secondary_p1,m3_method_gut_score,m3_method_gut_p1,m4_decision_score,m4_decision_p1,m4_method_rct_score,m4_method_rct_p1,m4_method_prepost_score,m4_method_prepost_p1,m4_method_case_study_score,m4_method_case_study_p1,m4_method_expert_qual_score,m4_method_expert_qual_p1,m4_method_expert_secondary_score,m4_method_expert_secondary_p1,m4_method_gut_score,m4_method_gut_p1,m5_decision_score,m5_decision_p1,m5_method_rct_score,m5_method_rct_p1,m5_method_prepost_score,m5_method_prepost_p1,m5_method_case_study_score,m5_method_case_study_p1,m5_method_expert_qual_score,m5_method_expert_qual_p1,m5_method_expert_secondary_score,m5_method_expert_secondary_p1,m5_method_gut_score,m5_method_gut_p1,m6_decision_score,m6_decision_p1,m6_method_rct_score,m6_method_rct_p1,m6_method_prepost_score,m6_method_prepost_p1,m6_method_case_study_score,m6_method_case_study_p1,m6_method_expert_qual_score,m6_method_expert_qual_p1,m6_method_expert_secondary_score,m6_method_expert_secondary_p1,m6_method_gut_score,m6_method_gut_p1
https://www.theguardian.com/environment/2014/feb/28/badger-cull-humaneness-test-tb-cattle,"Badger cull failed humaneness test, independent panel finds",141,B,method_case_study,0.3853658389198351,4,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,1.0,0.8,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.598331777738913,0.598331777738913,0.1936619807955708,0.1936619807955708,0.6936154012445359,0.6936154012445359,0.525141326297468,0.525141326297468,0.6880055298533473,0.6880055298533473,0.42577184977303517,0.42577184977303517,0.37431533161002956,0.37431533161002956,0.43106247736873465,0.43106247736873465,0.2447712428428795,0.2447712428428795,0.0,0.0,0.1784032262297826,0.1784032262297826,0.049997728226048255,0.049997728226048255,0.03860878223237245,0.03860878223237245,0.058697443348142336,0.058697443348142336,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.5916392803192139,0.6499999999999999,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0
https://www.theguardian.com/artanddesign/architecture-design-blog/2013/mar/25/government-architecture-review-terry-farrell,What should the government's architecture review focus on?,141,B,method_rct,0.12422882042635756,1,outlier_high,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.6511693906811393,0.6511693906811393,0.1916391973083459,0.1916391973083459,0.7516694165758189,0.7516694165758189,0.5238629059266215,0.5238629059266215,0.6362364051369822,0.6362364051369822,0.2767006851306698,0.2767006851306698,0.39138154259356367,0.39138154259356367,0.49159143754333545,0.49159143754333545,0.15594979242203033,0.15594979242203033,0.13204122104049068,0.13204122104049068,0.05251797269116929,0.05251797269116929,0.07267599482126512,0.07267599482126512,0.15193006585743007,0.15193006585743007,0.06383227070009637,0.06383227070009637,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.31776413321495056,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/world/2014/jan/13/national-curriculum-review-premature-say-parents-and-teachers,"National curriculum review premature, say parents and teachers",141,B,method_expert_qual,0.17688200691411546,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.5107721270238744,0.5107721270238744,0.47994263584993735,0.47994263584993735,0.5656751407159331,0.5656751407159331,0.4752468517798265,0.4752468517798265,0.6605836104523536,0.6605836104523536,0.7817074219461699,0.7817074219461699,0.3537870900237364,0.3537870900237364,0.3722912538417637,0.3722912538417637,0.15494026346752615,0.15494026346752615,0.08473083316124358,0.08473083316124358,0.21913069536020263,0.21913069536020263,0.07001993480174723,0.07001993480174723,0.0,0.0,0.019302279768943338,0.019302279768943338,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.19702599942684174,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002,0.24000000000000002
https://www.theguardian.com/environment/2014/sep/12/marine-reserves-review-coalition-says-recreational-fishers-have-been-left-out,Marine reserves review: Coalition says recreational fishers have been left out,141,B,method_expert_qual,0.28528580012463556,4,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.5,0.2,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.5398616239244328,0.5398616239244328,0.3365325314140929,0.3365325314140929,0.6492331754370997,0.6492331754370997,0.42469530246194054,0.42469530246194054,0.6092088465786346,0.6092088465786346,0.3052934783435526,0.3052934783435526,0.3669357122589108,0.3669357122589108,0.35143745654249103,0.35143745654249103,0.1336151524102837,0.1336151524102837,0.04484997538237098,0.04484997538237098,0.09037895038253302,0.09037895038253302,0.12631534176990614,0.12631534176990614,0.01651143488826034,0.01651143488826034,0.07097971586400662,0.07097971586400662,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.32333752512931824,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
https://www.theguardian.com/politics/2014/may/08/labour-demands-new-consultation-land-registry-privatisation,Labour demands new consultation on Land Registry privatisation plans,141,B,method_gut,0.23608928025648776,3,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.805437942344857,0.805437942344857,0.10408084015264676,0.10408084015264676,0.6474353317945207,0.6474353317945207,0.6498309624482904,0.6498309624482904,0.7074931440288929,0.7074931440288929,0.35595239930433653,0.35595239930433653,0.4170285986085788,0.4170285986085788,0.4463285619166331,0.4463285619166331,0.10016290594206632,0.10016290594206632,0.04610153645889592,0.04610153645889592,0.1354734092220694,0.1354734092220694,0.24420621134785894,0.24420621134785894,0.053175377758358025,0.053175377758358025,0.030157047139364873,0.030157047139364873,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.5397100448608398,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/media/2013/sep/16/bbc-review-news-current-affairs,BBC to review performance of news and current affairs output,141,B,method_rct,0.11024576722827586,1,outlier_high,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.48735441482035635,0.48735441482035635,0.3305823411403511,0.3305823411403511,0.6051561103459495,0.6051561103459495,0.41422063682681776,0.41422063682681776,0.6273527679716941,0.6273527679716941,0.48630320215273937,0.48630320215273937,0.3520728997210029,0.3520728997210029,0.39108106230002604,0.39108106230002604,0.25632482159929626,0.25632482159929626,0.07414041259823027,0.07414041259823027,0.07992138388189302,0.07992138388189302,0.0,0.0,0.00962883844941038,0.00962883844941038,0.04943312487402143,0.04943312487402143,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.40402159094810486,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/media/2012/aug/02/stuart-prebble-lead-bbc-impartiality-review,Stuart Prebble to lead BBC impartiality review,141,B,method_case_study,0.20130149525893185,2,method_disagree,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.5376792783569662,0.5376792783569662,0.4069937016722247,0.4069937016722247,0.6044701184428976,0.6044701184428976,0.47230064159057994,0.47230064159057994,0.6532709920317012,0.6532709920317012,0.7053912223019931,0.7053912223019931,0.3559383747722386,0.3559383747722386,0.39108106230002604,0.39108106230002604,0.25632482159929626,0.25632482159929626,0.07414041259823027,0.07414041259823027,0.07992138388189302,0.07992138388189302,0.0,0.0,0.00962883844941038,0.00962883844941038,0.04943312487402143,0.04943312487402143,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.19259397685527802,0.44999999999999996,0.44999999999999996,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
https://www.theguardian.com/environment/2015/apr/15/green-groups-accuse-eu-shale-gas-panel-of-fracking-lobby-takeover,Green groups accuse EU shale gas panel of fracking lobby takeover,141,B,method_expert_qual,0.166952981330762,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.48592948812401215,0.48592948812401215,0.31927150369091717,0.31927150369091717,0.7683053756066787,0.7683053756066787,0.37519126461548535,0.37519126461548535,0.5648452826821647,0.5648452826821647,0.29820979485747207,0.29820979485747207,0.35795993834096856,0.35795993834096856,0.35143745654249103,0.35143745654249103,0.1336151524102837,0.1336151524102837,0.04484997538237098,0.04484997538237098,0.09037895038253302,0.09037895038253302,0.12631534176990614,0.12631534176990614,0.01651143488826034,0.01651143488826034,0.07097971586400662,0.07097971586400662,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.18130433559417725,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
https://www.theguardian.com/local-government-network/2014/jan/21/improving-council-library-waste-services-workshop,Improving council library and waste services – workshop,141,B,method_case_study,0.20498315947250662,2,method_disagree,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.7094337878767083,0.7094337878767083,0.3144821785253421,0.3144821785253421,0.9082056026770113,0.9082056026770113,0.5930376608089152,0.5930376608089152,0.6573535344438582,0.6573535344438582,0.4626525205553028,0.4626525205553028,0.3876546587869855,0.3876546587869855,0.48324510240864,0.48324510240864,0.01050203838708691,0.01050203838708691,0.0,0.0,0.2315333092591291,0.2315333092591291,0.2155247759167459,0.2155247759167459,0.07493924861219724,0.07493924861219724,0.11111477930863173,0.11111477930863173,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.18352939188480377,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/environment/2013/nov/05/badger-cull-somerset-fail-target-government,Extended badger cull in Somerset still fails to reach government target,141,B,method_case_study,0.3376815820867064,4,method_disagree,LOW,1.0,0.8,0.0,0.05,0.5,0.2,1.0,0.8,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.48382580764607486,0.48382580764607486,0.3137971460932907,0.3137971460932907,0.8293422748287906,0.8293422748287906,0.4010609854416216,0.4010609854416216,0.597491841974364,0.597491841974364,0.20033616111627162,0.20033616111627162,0.3521886885631224,0.3521886885631224,0.3974022699208566,0.3974022699208566,0.021597037403420255,0.021597037403420255,0.0426818843557744,0.0426818843557744,0.07129936825252223,0.07129936825252223,0.20413466681081516,0.20413466681081516,0.10234150441493295,0.10234150441493295,0.07572419783891762,0.07572419783891762,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.5228673815727234,0.44999999999999996,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64
