url,title,classified_method,tied_methods,confidence,method_certainty,article_relevance_score,models_agreeing_high,which_models_high
https://www.theguardian.com/money/2018/aug/20/simplifying-energy-switch-process-boosts-savings-study-finds,"Simplifying energy switch process boosts savings, study finds",method_rct,"[""method_rct""]",0.3568629007429865,MEDIUM,0.5230234953569282,4,"[""m2old"", ""m2new"", ""m5"", ""m6""]"
https://www.theguardian.com/society/2017/may/24/cannabis-drug-cuts-seizures-in-children-with-severe-epilepsy-in-trial,Cannabis drug cuts seizures in children with severe epilepsy in trial,method_rct,"[""method_rct""]",0.32018709453922306,MEDIUM,0.46520040086134834,4,"[""m1"", ""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2018/jul/11/trial-of-anti-ageing-drugs-that-rejuvenate-immune-system-hailed-a-success,Trial of anti-ageing drugs that rejuvenate immune system hailed a success,method_rct,"[""method_rct""]",0.3784128989733192,MEDIUM,0.46140908015104837,5,"[""m1"", ""m2old"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/world/2018/jul/24/eleven-babies-die-dutch-women-viagra-drug-trial,Eleven babies die after Dutch women given Viagra-like drug in trial,method_rct,"[""method_rct""]",0.43241981971498666,MEDIUM,0.2792349546996919,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/inequality/2018/jan/12/money-for-nothing-is-finlands-universal-basic-income-trial-too-good-to-be-true,Money for nothing: is Finland's universal basic income trial too good to be true?,method_rct,"[""method_rct""]",0.46091725880180995,MEDIUM,0.2889413706264933,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/global-development-professionals-network/2017/jun/01/we-had-to-run-our-own-trial-for-tb-drugs-nobody-else-was-doing-it,We had to run our own trial for TB drugs – nobody else was doing it,method_rct,"[""method_rct""]",0.8310810810810811,HIGH,0.3698465847294276,3,"[""m1"", ""m2new"", ""m6""]"
https://www.theguardian.com/world/2015/jul/31/ebola-vaccine-trial-proves-100-successful-in-guinea,Ebola vaccine trial proves 100% successful in Guinea,method_rct,"[""method_rct""]",0.5614035087719297,HIGH,0.3845359541746575,3,"[""m1"", ""m2old"", ""m6""]"
https://www.theguardian.com/science/2015/may/26/skin-cancer-patients-successfully-treated-with-herpes-based-drug,Virotherapy: skin cancer successfully treated with herpes-based drug,method_rct,"[""method_rct""]",0.29792361512591675,LOW,0.4123904509002079,4,"[""m1"", ""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/environment/2014/dec/09/boiler-on-prescription-scheme-transforms-lives-saves-nhs-money,'Boiler on prescription' scheme transforms lives and saves NHS money,method_rct,"[""method_rct""]",0.27296541860381485,LOW,0.5508889742265561,3,"[""m2old"", ""m2new"", ""m5""]"
https://www.theguardian.com/society/2014/jul/29/bondi-fitness-turns-tide-mental-illness,Bondi fitness scheme turns the tide on treating mental illness,method_rct,"[""method_rct""]",0.31394483334309187,MEDIUM,0.4733719606939259,3,"[""m2old"", ""m2new"", ""m5""]"
https://www.theguardian.com/global-development/2015/feb/20/ebola-survivors-blood-plasma-antibodies-trial-sierra-leone,Trials using Ebola survivors' blood for treatment to start in Sierra Leone,method_rct,"[""method_rct""]",0.3525137801253419,MEDIUM,0.25206148769855485,4,"[""m1"", ""m4"", ""m5"", ""m6""]"
https://www.theguardian.com/world/2013/oct/03/welfare-quarantining-may-expand-under-coalition,Welfare quarantining on agenda despite evidence of ineffectiveness,method_expert_qual,"[""method_expert_qual""]",0.27838361406450507,LOW,0.28199126884611414,3,"[""m1"", ""m3"", ""m4""]"
https://www.theguardian.com/society/2014/oct/05/healing-trip-psychedelic-drugs-treat-depression,Healing trip: how psychedelic drugs could help treat depression,method_rct,"[""method_rct""]",0.2843373602409703,LOW,0.21463293331473304,3,"[""m1"", ""m5"", ""m6""]"
https://www.theguardian.com/teacher-network/teacher-blog/2013/jun/21/education-research-maths-pshe-summer-schools,"Feedback in maths, improving PSHE and summer schools",method_rct,"[""method_rct"", ""method_prepost"", ""method_case_study""]",0.20175571658036803,LOW,0.45983207066895465,3,"[""m2old"", ""m5"", ""m6""]"
https://www.theguardian.com/science/2013/nov/12/smokers-quit-magnetic-brain-stimulation,"Heavy smokers cut down or quit after magnetic brain stimulation, study finds",method_rct,"[""method_rct""]",0.2408797840157763,LOW,0.41032049372836993,3,"[""m2old"", ""m5"", ""m6""]"
