url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/us-news/2019/jan/08/gun-control-democrats-background-check-bill,Gun control: Democrats unveil landmark background check bill,method_gut,,LOW,0.14822604029619782,1,outlier_high,0.05,0.8,0.8,0.4328130884002198,0.28109764943073584,0.208623468875885,0.05
https://www.theguardian.com/society/2017/may/19/mindful-eating-can-help-weight-loss-study-shows,"Mindful eating can help weight loss, study shows",method_prepost,method_rct,LOW,0.15020898415031408,2,method_disagree,0.8,0.2,0.05,0.5180883894693893,0.5343867116236858,0.2302338033914566,0.25
https://www.theguardian.com/us-news/2018/feb/24/nra-florida-shooting-delta-united,NRA calls companies' Florida shooting boycott 'political and civic cowardice',method_case_study,,LOW,0.05687735078040657,1,outlier_high,0.05,0.05,0.05,0.3323245117850246,0.6291739568410359,0.0702071562409401,0.0
https://www.theguardian.com/sustainable-business/2016/jul/05/blind-recruitment-aims-to-stamp-out-bias-but-can-it-prevent-discrimination,"Anonymous recruitment aims to stamp out bias, but can it prevent discrimination?",method_case_study,method_rct,LOW,0.1747366033011048,2,method_disagree,0.8,0.05,0.05,0.5604470094317796,0.4614208694117813,0.0594053715467453,0.44999999999999996
https://www.theguardian.com/society/2016/jun/29/malaria-vaccines-study-questions-effectiveness-trials-three-doses,Malaria vaccine study raises questions about effectiveness and dosage,method_rct,method_prepost,LOW,0.24402994945990608,3,method_disagree,0.8,0.05,0.05,0.6770792242181708,0.5343867116236858,0.1702197641134262,0.55
https://www.theguardian.com/global-development/2016/apr/05/bangladesh-educating-girls-cut-child-marriage-by-a-third-study-pilot,"Educating girls could cut child marriage in Bangladesh by a third, study says",method_case_study,method_rct,LOW,0.2967521188989075,4,method_disagree,0.8,0.2,0.2,0.5075055356222012,0.5312901182468561,0.3145654797554016,0.6499999999999999
https://www.theguardian.com/us-news/2016/aug/31/predictive-policing-civil-rights-coalition-aclu,Predictive policing practices labeled as 'flawed' by civil rights coalition,method_expert_qual,method_rct,LOW,0.18904415804960017,2,method_disagree,0.8,0.2,0.2,0.5522134343927539,0.5412651754890698,0.21668419241905212,0.15000000000000002
https://www.theguardian.com/science/2016/nov/07/us-military-successfully-tests-electrical-brain-stimulation-to-enhance-staff-skills,US military successfully tests electrical brain stimulation to enhance staff skills,method_rct,,MEDIUM,0.10581051289762679,2,near_tier_a,0.2,0.05,0.05,0.47950870777748067,0.3759887548048779,0.4541129469871521,0.44999999999999996
https://www.theguardian.com/global-development-professionals-network/2017/mar/03/kangaroo-care-the-radical-skin-to-skin-approach-to-saving-premature-babies,Kangaroo care: the radical skin-to-skin approach to saving premature babies,method_prepost,method_case_study,LOW,0.1175603351210581,1,outlier_high,0.8,0.05,0.05,0.19560590167593234,0.27709068990812963,0.10663267225027084,0.25
https://www.theguardian.com/commentisfree/2016/aug/11/the-guardian-view-on-a-public-health-triumph-the-numbers-say-it-all,The Guardian view on a public health triumph: the numbers say it all,method_prepost,method_case_study,LOW,0.30840007184551516,3,method_disagree,0.8,0.05,0.05,0.6592860517511594,0.535247929738179,0.12910883128643036,0.75
https://www.theguardian.com/society/2016/apr/20/blood-test-to-detect-parkinsons-disease-could-lead-to-earlier-treatment,Blood test to detect Parkinson's disease could lead to earlier treatment,method_rct,,MEDIUM,0.18008598045175775,2,near_tier_a,0.2,0.8,0.05,0.5045788475271711,0.28109764943073584,0.3255229890346527,0.15000000000000002
https://www.theguardian.com/us-news/2017/feb/16/nra-republicans-gun-control-science,NRA and Republicans find unlikely ally on rollback of gun control rule: science,method_gut,,MEDIUM,0.1465916577902482,2,near_tier_a,0.8,0.05,0.2,0.4289509337591253,0.27794598110792046,0.0626709833741188,0.25
https://www.theguardian.com/us-news/2016/apr/21/colorado-school-district-arming-security-officers-rifles,Colorado school district arming security officers with semi-automatic rifles,method_gut,,LOW,0.16507538073641884,1,outlier_high,0.8,0.2,0.8,0.48169823726188454,0.28109764943073584,0.09524385631084442,0.1
https://www.theguardian.com/us-news/2015/nov/12/everytown-gun-report-states-background-checks,Fewer mass shootings occur in states with more background checks: report,method_expert_secondary,,MEDIUM,0.1720391612096497,2,near_tier_a,0.8,0.2,0.2,0.4301986294800959,0.3486014039159791,0.13897332549095154,0.25
https://www.theguardian.com/society/2015/dec/17/bedroom-tax-three-quarters-cut-back-food-dwp-research,"Bedroom tax: three in four affected have cut back on food, DWP research shows",method_expert_secondary,method_case_study,LOW,0.3924680106816893,5,method_disagree,0.8,0.2,0.8,0.6423445218456505,0.851488684279909,0.311913400888443,0.5
https://www.theguardian.com/society/2015/oct/08/tests-flu-drugs-pandemic,Experts call for tests on use of flu drugs in pandemic,method_rct,,MEDIUM,0.1786033882734694,2,near_tier_a,0.8,0.05,0.05,0.5231975466192308,0.28109764943073584,0.415081262588501,0.44999999999999996
https://www.theguardian.com/us-news/2016/feb/29/vermont-gun-lobby-sanders-clinton-suicides,Vermont gun lobby bypasses Sanders v Clinton in attempt to cut down suicides,method_expert_secondary,,LOW,0.12571539877741156,1,outlier_high,0.8,0.05,0.2,0.3166388970673987,0.28109764943073584,0.08265755325555801,0.25
https://www.theguardian.com/world/2014/may/21/gun-control-new-jersey-smart-gun-law,Gun control groups accuse New Jersey of ignoring 'smart gun' law,method_gut,,LOW,0.1483895334404407,1,outlier_high,0.8,0.05,0.05,0.43892081159388785,0.3486014039159791,0.06178007274866104,0.15000000000000002
https://www.theguardian.com/science/2015/sep/09/cocoa-fruit-tea-help-keep-heart-healthy-study-flavanols,"Cocoa, fruit and tea can help keep heart healthy, study says",method_rct,,LOW,0.14345639322451836,1,outlier_high,0.2,0.2,0.05,0.36967280671807445,0.4919070532396389,0.40958693623542786,0.4
https://www.theguardian.com/society/2016/aug/26/back-to-sleep-sudden-infant-death-syndrome-cot-death-peter-fleming,Back to sleep: the doctor who helped stem a cot death epidemic,method_prepost,method_case_study,LOW,0.19682795119892726,1,outlier_high,0.8,0.05,0.05,0.605320177802243,0.39194228041451923,0.12644930183887482,0.35
