url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/business/nils-pratley-on-finance/2020/jul/28/boohoo-must-publish-its-independent-review-in-full,Boohoo must publish its independent review in full,method_expert_qual,,LOW,0.14893910066020027,1,outlier_high,0.8,0.05,0.05,0.4632375083134398,0.29245366307451187,0.27936461567878723,0.25
https://www.theguardian.com/environment/2023/jan/12/australias-self-regulating-pesticide-monitoring-system-picked-up-far-fewer-violations-than-government-study,Australia’s self-regulating pesticide monitoring regime picked up far fewer violations than government study,method_prepost,method_gut,LOW,0.2749534103377243,3,method_disagree,0.8,0.2,0.2,0.5579709326017323,0.4947431058661509,0.5173407196998596,0.5
https://www.theguardian.com/environment/2023/jul/24/new-north-sea-oil-and-gas-licences-emissions-greenpeace-government-uk," New North Sea oil and gasfields will emit as much carbon as 14m cars, report says",method_expert_secondary,method_gut,LOW,0.23044895995973386,3,method_disagree,0.8,0.2,0.2,0.4687888572035308,0.40309473602057727,0.6294543147087097,0.25
https://www.theguardian.com/australia-news/2022/aug/30/academics-welcome-australian-research-council-overhaul-following-controversial-grant-decisions,Academics welcome Australian Research Council overhaul following controversial grant decisions,method_expert_qual,method_gut,LOW,0.31980933678246304,3,method_disagree,0.8,0.05,0.8,0.6248447071803623,0.33886798722201533,0.6262718439102173,0.25
https://www.theguardian.com/australia-news/2023/may/01/australian-budget-expected-to-include-national-energy-authority-unions-say,"Australian budget expected to include national energy authority, unions say",method_rct,method_prepost,LOW,0.11817945427925224,1,outlier_high,0.2,0.05,0.2,0.6169521191174436,0.35964180186345174,0.5112345814704895,0.1
https://www.theguardian.com/society/2023/mar/24/uk-migration-bill-could-thousands-children-arms-criminals,UK’s migration bill could put thousands of children ‘into arms of criminals’,method_expert_qual,method_gut,LOW,0.3546556109634597,4,method_disagree,0.8,0.2,0.8,0.7257799654816378,0.4463285619166331,0.7269257307052612,0.05
https://www.theguardian.com/politics/2022/jun/10/home-office-tried-to-sanitise-staff-education-module-on-colonialism,Home Office tried to ‘sanitise’ staff education module on colonialism,method_rct,,LOW,0.11750471940266458,1,outlier_high,0.2,0.05,0.2,0.5785823527651193,0.30195144673000845,0.4959455728530884,0.15000000000000002
https://www.theguardian.com/australia-news/2023/feb/28/almost-certain-to-fail-the-high-risk-nsw-plan-to-offset-huge-new-urban-growth-areas,‘Almost certain to fail’: the high-risk NSW plan to offset huge new urban growth areas,method_case_study,method_rct,LOW,0.2594464373730039,2,method_disagree,0.8,0.2,0.8,0.5606963912343425,0.34828578821967565,0.7003566026687622,0.15000000000000002
https://www.theguardian.com/australia-news/2023/apr/04/women-to-make-up-half-of-chris-minnss-ministry-in-nsw-labor-government,Women to make up half of Chris Minns’ ministry in NSW Labor government,method_rct,,LOW,0.06856795416287037,1,outlier_high,0.05,0.05,0.05,0.4800447524575804,0.3314338031779803,0.3643726706504822,0.05
https://www.theguardian.com/australia-news/2023/jun/24/australia-to-move-last-refugee-from-offshore-processing-on-nauru-but-its-cruelty-and-cost-is-not-over,Australia to move last refugee from offshore processing on Nauru – but its cruelty and cost are not over,method_case_study,,LOW,0.15295818013168586,1,outlier_high,0.8,0.2,0.2,0.4647817181213175,0.27794598110792046,0.21888265013694763,0.15000000000000002
https://www.theguardian.com/society/2022/may/21/legal-smoking-age-in-england-could-be-raised-to-21-report,Legal smoking age in England could be raised to 21 – report,method_expert_qual,method_rct,LOW,0.38576715688222823,4,method_disagree,0.8,0.8,0.8,0.6839167462197928,0.28109764943073584,0.7699066400527954,0.25
https://www.theguardian.com/uk-news/2023/feb/22/nicola-bulley-visit-police-watchdog-iopc-welfare-concern,Police behind Nicola Bulley search face two investigations,method_expert_qual,method_rct,LOW,0.17162593527735556,2,method_disagree,0.8,0.05,0.2,0.4948755745212581,0.5412651754890698,0.24362307786941528,0.15000000000000002
https://www.theguardian.com/environment/2023/jan/11/coalition-scrapped-pesticide-monitoring-program-that-found-residues-90-times-the-limit-on-strawberries,Coalition scrapped pesticide monitoring program that found residues 90 times the limit on strawberries,method_case_study,method_gut,LOW,0.3868439123437065,4,method_disagree,0.8,0.2,0.8,0.6324566976318847,0.4614208694117813,0.6965563297271729,0.44999999999999996
https://www.theguardian.com/environment/2022/jul/20/old-cars-forced-off-road-as-europes-clean-air-zones-nearly-double,Old cars forced off road as Europe’s clean air zones nearly double,method_expert_secondary,method_rct,LOW,0.20204617888058635,2,method_disagree,0.8,0.2,0.2,0.556307649940353,0.32874796938621587,0.3841123878955841,0.25
https://www.theguardian.com/australia-news/2023/apr/18/experts-urge-victoria-to-provide-promised-cbd-safe-injecting-room-or-risk-further-harm-to-vulnerable-people,Experts urge Victoria to provide promised CBD safe injecting room or risk further harm to vulnerable people,method_case_study,method_expert_qual,LOW,0.26098303636082554,4,method_disagree,0.8,0.2,0.2,0.7329869706515918,0.3474304970198849,0.3662005662918091,0.55
https://www.theguardian.com/business/2023/feb/06/britcoin-digital-currency-could-be-in-use-by-end-of-decade,‘Britcoin’ digital currency could be in use by end of decade,method_gut,method_rct,LOW,0.23823400066932693,2,method_disagree,0.2,0.05,0.8,0.6690023209737992,0.35143745654249103,0.6680396199226379,0.25
https://www.theguardian.com/uk-news/2023/apr/18/machetes-and-zombie-knives-could-be-banned-in-england-and-wales,Machetes and zombie knives could be banned in England and Wales,method_gut,method_prepost,LOW,0.2473029938225371,4,method_disagree,0.8,0.8,0.8,0.49678593311187,0.3627934701862671,0.6783145070075989,0.25
https://www.theguardian.com/australia-news/2023/apr/19/groups-fear-landlords-may-use-loophole-to-bypass-queenslands-new-once-a-year-rent-rise-law, Groups fear landlords may use loophole to bypass Queensland’s new once-a-year rent-rise law,method_gut,method_rct,LOW,0.217779003399275,2,method_disagree,0.8,0.2,0.2,0.6025830816059987,0.35143745654249103,0.6231380701065063,0.1
https://www.theguardian.com/money/2023/sep/12/treasury-officials-mull-one-off-break-from-pensions-triple-lock,Treasury officials mull one-off break from pensions triple lock,method_gut,method_expert_secondary,LOW,0.3130593552821301,4,method_disagree,0.8,0.2,0.8,0.5176657049792808,0.7322975530624365,0.43297281861305237,0.15000000000000002
https://www.theguardian.com/media/2022/aug/01/abc-appoints-former-coalition-media-adviser-fiona-cameron-as-ombudsman,ABC appoints former Coalition media adviser Fiona Cameron as ombudsman,method_expert_qual,method_expert_secondary,LOW,0.3104756943504576,3,method_disagree,0.8,0.05,0.8,0.47647436663244713,0.39108106230002604,0.19175700843334198,0.6499999999999999
https://www.theguardian.com/australia-news/2023/jan/16/nsw-labors-moves-on-poker-machine-reform-renew-pressure-on-dominic-perrottet-experts-say,"NSW Labor’s moves on poker machine reform renew pressure on Dominic Perrottet, experts say",method_gut,method_expert_qual,LOW,0.2697779444037503,3,method_disagree,0.8,0.2,0.8,0.7001748497965428,0.34828578821967565,0.262174516916275,0.25
https://www.theguardian.com/uk-news/2023/jan/30/home-office-threatened-with-libel-action-over-prevent-strategy-review,Home Office threatened with libel action over Prevent strategy review,method_prepost,method_rct,LOW,0.1283222804016755,2,method_disagree,0.2,0.05,0.05,0.7003020971463026,0.4614208694117813,0.4010048508644104,0.15000000000000002
https://www.theguardian.com/society/2023/jan/05/child-neglect-is-built-into-the-care-system,Child neglect is built into the care system,method_case_study,,LOW,0.13267507590132316,1,outlier_high,0.8,0.05,0.2,0.6730053882135592,0.33886798722201533,0.28466472029685974,0.15000000000000002
https://www.theguardian.com/world/2023/jul/22/nhs-group-changes-same-sex-fertility-rules-couples-campaign,NHS group changes same-sex fertility rules after couple’s campaign,method_case_study,method_gut,LOW,0.16034214976857525,2,method_disagree,0.8,0.8,0.8,0.6602768865190702,0.44317689359381773,0.17505471408367157,0.25
https://www.theguardian.com/uk-news/2022/nov/07/the-obvious-choice-public-vote-for-new-perth-museum-to-be-named-perth-museum,‘The obvious choice’: public vote for new Perth museum to be named ‘Perth Museum’,method_gut,method_rct,LOW,0.14328313531767783,2,method_disagree,0.05,0.05,0.8,0.3140615359184419,0.27709068990812963,0.40014952421188354,0.35
https://www.theguardian.com/business/2021/dec/14/javid-and-osborne-lobbied-to-reduce-mis-selling-payouts-to-small-business,Javid and Osborne ‘lobbied to reduce mis-selling payouts to small business’,method_expert_qual,method_case_study,LOW,0.2728706792658257,3,method_disagree,0.8,0.05,0.8,0.6288935419017001,0.5819769593371914,0.15350905060768127,0.25
https://www.theguardian.com/society/2022/nov/13/controversial-360m-nhs-england-data-platform-lined-up-for-trump-backers-firm,Controversial £360m NHS England data platform ‘lined up’ for Trump backer’s firm,method_gut,method_prepost,LOW,0.23369016648142368,3,method_disagree,0.8,0.05,0.8,0.7239285053127977,0.28109764943073584,0.4235175549983978,0.15000000000000002
https://www.theguardian.com/environment/2022/mar/26/us-release-genetically-modified-mosquitoes-diseases,US poised to release 2.4bn genetically modified male mosquitoes to battle deadly diseases,method_case_study,method_rct,LOW,0.18225893150370792,3,method_disagree,0.8,0.8,0.2,0.5014804307835605,0.28109764943073584,0.4608894884586334,0.5
https://www.theguardian.com/uk-news/2022/mar/28/pollution-back-at-levels-on-former-zero-emissions-street-in-london,Pollution back at illegal levels on former ‘zero-emissions street’ in London,method_prepost,method_case_study,LOW,0.2960754447949519,4,method_disagree,0.8,0.2,0.2,0.5656899894755489,0.5151835844491396,0.36528754234313965,0.6499999999999999
https://www.theguardian.com/uk-news/2021/jul/14/shortlist-revealed-for-planned-1m-windrush-monument-in-london,Shortlist revealed for planned £1m Windrush monument in London,method_case_study,method_rct,LOW,0.12522946108031086,2,method_disagree,0.05,0.05,0.8,0.5682850220304397,0.589530351083501,0.44475629925727844,0.15000000000000002
