url,title,classified_method,tied_methods,confidence,credit,round_id,source
https://www.theguardian.com/world/2020/dec/10/coronavirus-covid-pfizer-biontech-vaccine-fda-panel,FDA advisory panel recommends approval of Pfizer Covid vaccine for emergency use,method_rct,"[""method_rct""]",0.3902439024390245,MEDIUM,1,12,consensus,0.41800000000000015,3
https://www.theguardian.com/society/2021/nov/18/new-hiv-jabs-taken-two-months-apart-hailed-as-huge-step-forward,New HIV jabs taken two months apart hailed as huge step forward,method_rct,"[""method_rct""]",0.3404255319148936,MEDIUM,1,14,consensus,0.41800000000000015,3
https://www.theguardian.com/us-news/2023/dec/08/fda-new-treatment-sickle-cell-disease,US regulators approve two gene therapies for sickle cell disease,method_rct,"[""method_rct""]",0.2700074283099329,LOW,1,44,consensus,0.32215422152762074,3
https://www.theguardian.com/society/2023/aug/09/screening-programme-has-prevented-20000-cases-of-bowel-cancer-in-england,"Screening programme has prevented 20,000 cases of bowel cancer in England",method_rct,"[""method_rct""]",0.32571571608202377,MEDIUM,1,44,consensus,0.43583383843053597,5
https://www.theguardian.com/money/2023/feb/21/four-day-week-uk-trial-success-pattern,Four-day week: ‘major breakthrough’ as most UK firms in trial extend changes,method_rct,"[""method_rct""]",0.3015494452471065,MEDIUM,1,45,consensus,0.5459443427460435,3
https://www.theguardian.com/society/2021/apr/18/gps-to-prescribe-financial-advice-to-patients-with-long-term-conditions,GPs to prescribe financial advice to patients with long-term conditions,method_rct,"[""method_rct""]",0.2752487167922782,LOW,1,46,consensus,0.5093848648383402,4
https://www.theguardian.com/uk-news/2026/mar/25/hundreds-of-uk-teenagers-to-trial-six-week-social-media-curbs-for-major-study,Hundreds of UK teenagers to trial six-week social media curbs for major study,method_rct,"[""method_rct""]",0.4343509607632077,MEDIUM,1,47,consensus,0.5746945241429565,5
https://www.theguardian.com/world/2021/dec/31/uk-medicines-regulator-approves-pfizers-life-saving-covid-pill-paxlovid,UK medicines regulator approves Pfizer’s ‘life-saving’ Covid pill,method_rct,"[""method_rct""]",0.22848634808136842,LOW,1,50,consensus,0.35767731791018303,3
https://www.theguardian.com/world/2021/nov/04/uk-is-first-to-approve-oral-antiviral-pill-molnupiravir-to-treat-covid,UK first to approve oral antiviral molnupiravir to treat Covid,method_rct,"[""method_rct""]",0.2733718124782908,LOW,1,50,consensus,0.5205759706078201,4
https://www.theguardian.com/society/2022/nov/30/nhs-nowhere-near-ready-to-deliver-alzheimers-drug-lecanemab-doctors-say,"NHS ‘nowhere near ready’ to deliver new Alzheimer’s drug, doctors say",method_rct,"[""method_rct""]",0.30231132167392544,MEDIUM,1,50,consensus,0.46446483723661175,4
https://www.theguardian.com/society/2021/feb/26/life-extending-drug-ribociclib-incurable-breast-cancer-approved-for-nhs,Life-extending drug for incurable breast cancer approved for NHS use,method_rct,"[""method_rct""]",0.226296176754002,LOW,1,50,consensus,0.48796498730645543,3
https://www.theguardian.com/world/2021/aug/09/moderna-considers-including-australian-children-in-covid-19-vaccine-trial,Moderna considers including Australian children in Covid-19 vaccine trial,method_rct,"[""method_rct""]",0.44061916674463747,MEDIUM,1,50,consensus,0.27325323644080174,3
