url,id,title,section,method_queries,reason
https://www.theguardian.com/australia-news/article/2024/jun/19/morning-mail-dutton-goes-nuclear-100bn-crisis-profits-tories-face-wipeout-ntwnfb,australia-news/article/2024/jun/19/morning-mail-dutton-goes-nuclear-100bn-crisis-profits-tories-face-wipeout-ntwnfb,"Morning Mail: Dutton goes nuclear, $100bn ‘crisis profits’, Tories face wipeout",Australia news,casestudy,briefings
https://www.theguardian.com/australia-news/2019/apr/01/morning-mail-labor-backs-electric-cars-budget-tax-plans-biden-accused,australia-news/2019/apr/01/morning-mail-labor-backs-electric-cars-budget-tax-plans-biden-accused,"Morning mail: Labor backs electric cars, budget tax plans, Biden accused",Australia news,casestudy,briefings
https://www.theguardian.com/australia-news/2018/sep/07/morning-mail-trump-op-ed-denials-vale-burt-reynolds-germaine-greer-on,australia-news/2018/sep/07/morning-mail-trump-op-ed-denials-vale-burt-reynolds-germaine-greer-on,"Morning mail: Trump op-ed denials, vale Burt Reynolds, Germaine Greer on rape",Australia news,casestudy,briefings
https://www.theguardian.com/australia-news/2018/jul/03/morning-mail-thai-boys-found-alive-hanson-young-furore-belgium-thriller,australia-news/2018/jul/03/morning-mail-thai-boys-found-alive-hanson-young-furore-belgium-thriller,Morning mail: Difficult mission begins to rescue Thai boys found in cave,Australia news,casestudy,briefings
https://www.theguardian.com/australia-news/2018/mar/05/morning-mail-lobbying-forced-backdown-over-landclearing,australia-news/2018/mar/05/morning-mail-lobbying-forced-backdown-over-landclearing,Morning mail: lobbying forced backdown over land clearing,Australia news,casestudy,briefings
https://www.theguardian.com/australia-news/2025/aug/18/morning-mail-monday-ntwnfb,australia-news/2025/aug/18/morning-mail-monday-ntwnfb,"Morning Mail: European leaders to support Zelenskyy in DC, productivity boss warns of worse-off youth, Terence Stamp dies",Australia news,expert_qual,briefings
https://www.theguardian.com/australia-news/article/2024/may/07/morning-mail-tuesday-ntwnfb,australia-news/article/2024/may/07/morning-mail-tuesday-ntwnfb,"Morning Mail: Hamas accept ceasefire, police sack First Nations advisers, Australia’s heaviest oyster",Australia news,expert_qual,briefings
https://www.theguardian.com/australia-news/2024/sep/27/morning-mail-friday-ntwnfb,australia-news/2024/sep/27/morning-mail-friday-ntwnfb,"Morning Mail: Australia’s ‘oligopolists’, Musk’s Trump funding, and paths to negative gearing reform",Australia news,expert_qual,briefings
https://www.theguardian.com/australia-news/article/2024/jun/24/morning-mail-monday-nationals-taken-to-task-over-vaping-supermarkets-face-massive-fines-1300-die-in-hajj-heat-ntwnfb,australia-news/article/2024/jun/24/morning-mail-monday-nationals-taken-to-task-over-vaping-supermarkets-face-massive-fines-1300-die-in-hajj-heat-ntwnfb,"Morning Mail: Nationals accused of serving tobacco lobby on vaping; supermarkets face massive fines; 1,300 die in hajj heat",Australia news,expert_qual,briefings
https://www.theguardian.com/australia-news/2024/mar/12/morning-mail-online-vaping-scripts-under-scrutiny-gareth-evans-backs-unrwa-funding-princess-apologises-for-editing-photo-ntwnfb,australia-news/2024/mar/12/morning-mail-online-vaping-scripts-under-scrutiny-gareth-evans-backs-unrwa-funding-princess-apologises-for-editing-photo-ntwnfb,Morning Mail: online vaping scripts under scrutiny; Gareth Evans backs UNRWA funding; princess apologises for editing photo,Australia news,expert_qual,briefings
