url,id,title,section,method_queries,reason
https://www.theguardian.com/commentisfree/article/2024/jun/18/trump-republicans-congress-political-amnesia,commentisfree/article/2024/jun/18/trump-republicans-congress-political-amnesia,Trump’s enablers in Congress are a fascinating case study of political amnesia | Sidney Blumenthal,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/jun/18/the-guardian-view-on-hs2-delays-a-chance-to-break-the-cycle-of-costly-failure,commentisfree/2025/jun/18/the-guardian-view-on-hs2-delays-a-chance-to-break-the-cycle-of-costly-failure,The Guardian view on HS2 delays: a chance to break the cycle of costly failure | Editorial,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/may/09/im-an-israeli-professor-why-is-my-work-in-harvards-antisemitism-report,commentisfree/2025/may/09/im-an-israeli-professor-why-is-my-work-in-harvards-antisemitism-report,I’m an Israeli professor. Why is my work in Harvard’s antisemitism report? |,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/feb/06/womens-prisons-welfare-state-uk-england-jails,commentisfree/2025/feb/06/womens-prisons-welfare-state-uk-england-jails,The idea of ‘welfare’ has lost all meaning. Just look at the cruel state of women’s prisons | Zoe Williams,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/jun/22/trump-iran-george-w-bush-netanyahu,commentisfree/2025/jun/22/trump-iran-george-w-bush-netanyahu,"Like George W Bush, Trump has started a reckless war based on a lie | Mohamad Bazzi",Opinion,casestudy,opinion
https://www.theguardian.com/environment/commentisfree/2024/nov/07/dick-smith-abc-radio-renewables-rant-electricity-prices-ntwnfb,environment/commentisfree/2024/nov/07/dick-smith-abc-radio-renewables-rant-electricity-prices-ntwnfb,Dick Smith’s ABC radio rant against renewables overflows with ill-informed claims | Temperature Check,Environment,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/jan/02/the-guardian-view-on-the-blair-era-archives-fateful-decisions-come-in-many-guises,commentisfree/2025/jan/02/the-guardian-view-on-the-blair-era-archives-fateful-decisions-come-in-many-guises,The Guardian view on the Blair-era archives: fateful decisions come in many guises | Editorial,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2023/dec/18/jordan-peterson-labour-ruin-britain-tories,commentisfree/2023/dec/18/jordan-peterson-labour-ruin-britain-tories,Jordan Peterson thinks Labour will ruin Britain. Has no one told him about the Tories? | Zoe Williams,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2024/sep/25/peter-dutton-nuclear-power-policy-plants-cost-electricity-prices,commentisfree/2024/sep/25/peter-dutton-nuclear-power-policy-plants-cost-electricity-prices,Peter Dutton has failed to address the extremely high cost of nuclear – but it can only increase power bills | Johanna Bowyer and Tristan Edis,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/mar/24/donald-trump-imperial-plan-usa-peoples-rights,commentisfree/2025/mar/24/donald-trump-imperial-plan-usa-peoples-rights,Trump’s imperial plan is now eroding the rights of people who thought they were safe | Nesrine Malik,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/apr/01/gary-caldwell-scottish-accent-bias-england-football-exeter-city,commentisfree/2025/apr/01/gary-caldwell-scottish-accent-bias-england-football-exeter-city,Is my Scottish accent really the problem – or is it just your English ears? | Catriona Stewart,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/feb/15/our-inhumane-jails-are-promoting-a-vicious-cycle-that-is-criminal-in-itself,commentisfree/2025/feb/15/our-inhumane-jails-are-promoting-a-vicious-cycle-that-is-criminal-in-itself,Our inhumane jails are promoting a vicious cycle that is criminal in itself  | Martha Gill,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/apr/12/make-america-make-again-trumps-tariffs-will-only-be-manufacturing-pipe-dreams,commentisfree/2025/apr/12/make-america-make-again-trumps-tariffs-will-only-be-manufacturing-pipe-dreams,Make America make again? Trump’s tariffs will only be manufacturing pipe dreams | John Naughton,Opinion,casestudy,opinion
https://www.theguardian.com/commentisfree/2025/may/06/debate-pedestrianising-oxford-street-banning-cars-sadiq-khan,commentisfree/2025/may/06/debate-pedestrianising-oxford-street-banning-cars-sadiq-khan,Banning cars in city centres has worked around the world. Why isn’t London’s Oxford Street pedestrianised yet? | Phineas Harper,Opinion,casestudy,opinion
