url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/money/2017/mar/25/how-one-council-is-beating-britain-housing-crisis-sheffield,How one council is beating Britain's housing crisis,method_case_study,,LOW,0.21262384129571613,1,outlier_high,0.8,0.2,0.8,0.642516656109922,0.3140072304001365,0.22107385098934174,0.25
https://www.theguardian.com/society/2015/feb/25/domestic-violence-could-be-stopped-earlier-study,"Domestic violence could be stopped earlier, says study",method_expert_secondary,method_rct,LOW,0.26290739121166856,3,method_disagree,0.8,0.2,0.2,0.621551714698392,0.4760605782324818,0.32469871640205383,0.5
https://www.theguardian.com/sustainable-business/sustainability-case-studies-carillion-apprenticeships-employment-further-education,Carillion: flying the flag for apprenticeships,method_rct,,LOW,0.09498054756952953,1,outlier_high,0.05,0.05,0.05,0.5316818101782641,0.35143745654249103,0.43032771348953247,0.05
https://www.theguardian.com/sustainable-business/sustainability-case-studies-impactt-child-labour,Impactt – educating child workers,method_rct,,LOW,0.13823141911246525,1,outlier_high,0.2,0.2,0.2,0.5731936753675747,0.41193485959929865,0.30887848138809204,0.25
https://www.theguardian.com/money/2014/may/02/london-penthouse-sells-140-million-pounds,London flat 'sells for £140m' to become the city's most valuable property,method_rct,,LOW,0.07795524183265488,1,outlier_high,0.05,0.05,0.05,0.4142884584917389,0.27709068990812963,0.43992993235588074,0.0
https://www.theguardian.com/social-care-network/2014/feb/11/integrated-care-toolkit-joined-up-care,Integrated care toolkit will make joined-up services a reality,method_case_study,method_rct,LOW,0.23429904254687137,2,method_disagree,0.2,0.05,0.8,0.6812690780169608,0.4463285619166331,0.5842610597610474,0.15000000000000002
https://www.theguardian.com/society/2014/jan/28/performance-nursing-standards-regulator-dismay,Performance of nursing standards regulator causes dismay,method_expert_qual,method_rct,LOW,0.22510328698535437,3,method_disagree,0.8,0.05,0.2,0.8026308200749834,0.3180141899227427,0.43559497594833374,0.15000000000000002
https://www.theguardian.com/local-government-network/2014/jan/07/council-crisis-funds-scrapped-poverty,"Amid growing poverty, councils have failed to save fund for those in need",method_gut,method_case_study,LOW,0.27703619267969926,4,method_disagree,0.8,0.05,0.8,0.8396534942740479,0.6264468915755079,0.4547499120235443,0.1
https://www.theguardian.com/social-care-network/2014/jan/02/integrated-health-social-care-services-workforce,Integrated health and social care services need the right workforce,method_expert_qual,method_expert_secondary,LOW,0.08774989726668662,1,outlier_high,0.05,0.05,0.05,0.7182453975589606,0.3759887548048779,0.17629767954349518,0.15000000000000002
https://www.theguardian.com/environment/2013/dec/02/failed-gloucestershire-badger-cull-tb-risk-cattle,Failed Gloucestershire badger cull may have increased TB risk for cattle,method_rct,method_case_study,LOW,0.3357274954539391,4,method_disagree,0.8,0.2,0.8,0.45269323461829225,0.28109764943073584,0.4237445294857025,0.55
