url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/business/2008/oct/06/ofgem.energy.cartel,Ofgem finds no evidence of energy cartel,method_expert_qual,method_case_study,LOW,0.3194146563759434,3,method_disagree,0.8,0.05,0.8,0.5758383562880156,0.28109764943073584,0.2539275288581848,0.6499999999999999
https://www.theguardian.com/education/2003/jul/10/highereducation.uk3,'MPs ignored evidence on top-up fees',method_expert_qual,method_gut,LOW,0.1860454296502355,2,method_disagree,0.8,0.05,0.2,0.6567602202183045,0.3722912538417637,0.04060295596718788,0.25
https://www.theguardian.com/uk/2009/oct/27/torture-collusion-claim-evidence-secret,Move to withhold evidence in torture collusion claim,method_expert_qual,,LOW,0.07471546171990058,1,outlier_high,0.8,0.05,0.2,0.4493115142623325,0.35143745654249103,0.09364280849695206,0.05
https://www.theguardian.com/world/2011/aug/28/anti-abortion-lobby-reforms,Ministers back anti-abortion lobby reforms,method_gut,,MEDIUM,0.2872306989946073,2,near_tier_a,0.8,0.2,0.8,0.6865522432834363,0.4463285619166331,0.26846835017204285,0.1
https://www.theguardian.com/society/2010/mar/25/nhs-management-numbers-frontline-staff,NHS management increasing five times faster than number of nurses,method_prepost,method_rct,LOW,0.1884893745520449,2,method_disagree,0.8,0.05,0.05,0.5943501692669816,0.3759887548048779,0.34839746356010437,0.05
https://www.theguardian.com/environment/2010/jul/29/farmland-birds-record-low,Farmland bird numbers in England fall to record low,method_prepost,method_expert_secondary,LOW,0.15223166175629343,1,outlier_high,0.8,0.05,0.05,0.3560093594603162,0.400553938243672,0.24611365795135498,0.15000000000000002
https://www.theguardian.com/commentisfree/2011/mar/31/coeliac-gluten-free-prescriptions-cut,Caring for a coeliac just got tougher,method_gut,,LOW,0.13990090108648542,1,outlier_high,0.8,0.05,0.05,0.4647526818260074,0.3302141311319168,0.0416414849460125,0.05
https://www.theguardian.com/education/2010/nov/03/willetts-announces-fees-of-9000,"Willetts announces student fees of up to £9,000",method_gut,,LOW,0.1798152037541149,1,outlier_high,0.2,0.8,0.8,0.4955574556185849,0.28109764943073584,0.16352303326129913,0.1
https://www.theguardian.com/business/2011/jan/26/royal-bank-of-scotland-breakup-call,"Split RBS and NatWest, says architect of banks' merger",method_expert_qual,method_expert_secondary,LOW,0.16478048364160125,3,method_disagree,0.8,0.05,0.05,0.4530100214183639,0.28109764943073584,0.3462212085723877,0.25
https://www.theguardian.com/environment/2010/nov/08/bp-little-defence-deepwater-disaster,"BP had little defence against a disaster, federal investigation says",method_expert_qual,method_expert_secondary,LOW,0.19415807260135032,2,method_disagree,0.8,0.05,0.2,0.24427922673699354,0.28109764943073584,0.05734846740961075,0.6499999999999999
