url,title,round_id,tier,classified_method,article_relevance_score,models_agreeing_high,disagreement_type,method_certainty,m1_decision_score,m1_decision_p1,m1_method_rct_score,m1_method_rct_p1,m1_method_prepost_score,m1_method_prepost_p1,m1_method_case_study_score,m1_method_case_study_p1,m1_method_expert_qual_score,m1_method_expert_qual_p1,m1_method_expert_secondary_score,m1_method_expert_secondary_p1,m1_method_gut_score,m1_method_gut_p1,m2old_decision_score,m2old_decision_p1,m2old_method_rct_score,m2old_method_rct_p1,m2old_method_prepost_score,m2old_method_prepost_p1,m2old_method_case_study_score,m2old_method_case_study_p1,m2old_method_expert_qual_score,m2old_method_expert_qual_p1,m2old_method_expert_secondary_score,m2old_method_expert_secondary_p1,m2old_method_gut_score,m2old_method_gut_p1,m2new_decision_score,m2new_decision_p1,m2new_method_rct_score,m2new_method_rct_p1,m2new_method_prepost_score,m2new_method_prepost_p1,m2new_method_case_study_score,m2new_method_case_study_p1,m2new_method_expert_qual_score,m2new_method_expert_qual_p1,m2new_method_expert_secondary_score,m2new_method_expert_secondary_p1,m2new_method_gut_score,m2new_method_gut_p1,m3_decision_score,m3_decision_p1,m3_method_rct_score,m3_method_rct_p1,m3_method_prepost_score,m3_method_prepost_p1,m3_method_case_study_score,m3_method_case_study_p1,m3_method_expert_qual_score,m3_method_expert_qual_p1,m3_method_expert_secondary_score,m3_method_expert_secondary_p1,m3_method_gut_score,m3_method_gut_p1,m4_decision_score,m4_decision_p1,m4_method_rct_score,m4_method_rct_p1,m4_method_prepost_score,m4_method_prepost_p1,m4_method_case_study_score,m4_method_case_study_p1,m4_method_expert_qual_score,m4_method_expert_qual_p1,m4_method_expert_secondary_score,m4_method_expert_secondary_p1,m4_method_gut_score,m4_method_gut_p1,m5_decision_score,m5_decision_p1,m5_method_rct_score,m5_method_rct_p1,m5_method_prepost_score,m5_method_prepost_p1,m5_method_case_study_score,m5_method_case_study_p1,m5_method_expert_qual_score,m5_method_expert_qual_p1,m5_method_expert_secondary_score,m5_method_expert_secondary_p1,m5_method_gut_score,m5_method_gut_p1,m6_decision_score,m6_decision_p1,m6_method_rct_score,m6_method_rct_p1,m6_method_prepost_score,m6_method_prepost_p1,m6_method_case_study_score,m6_method_case_study_p1,m6_method_expert_qual_score,m6_method_expert_qual_p1,m6_method_expert_secondary_score,m6_method_expert_secondary_p1,m6_method_gut_score,m6_method_gut_p1
https://www.theguardian.com/media/2024/sep/26/jon-sopel-podcast-bbc-the-news-agents-huw-edwards,"‘It’s absolutely abhorrent’: Jon Sopel on Huw Edwards, chaos in Britain and quitting the BBC",81,none,method_prepost,0.05385756207676828,0,,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.4538694255532466,0.4538694255532466,0.3348050920870579,0.3348050920870579,0.7138297463451035,0.7138297463451035,0.36870849753184387,0.36870849753184387,0.5819940820037435,0.5819940820037435,0.31550993145408524,0.31550993145408524,0.35019589280421165,0.35019589280421165,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.013924199156463146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/us-news/2024/apr/24/biden-signs-foreign-aid-ukraine-israel,"Biden signs $95bn foreign aid package for Ukraine, Israel and Taiwan",81,B,method_gut,0.12532184558018603,1,outlier_high,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.35495106477601157,0.35495106477601157,0.39427828233256623,0.39427828233256623,0.5204556014695552,0.5204556014695552,0.22952946640199332,0.22952946640199332,0.4894312077707418,0.4894312077707418,0.011462897949163275,0.011462897949163275,0.3469780399979407,0.3469780399979407,0.29245366307451187,0.29245366307451187,0.15266195506157978,0.15266195506157978,0.010712354882404695,0.010712354882404695,0.10797069682886595,0.10797069682886595,0.0,0.0,0.0,0.0,0.09129179254845897,0.09129179254845897,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05357332527637482,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2024/mar/17/ive-got-tears-in-my-eyes-how-the-worlds-most-beautiful-pool-became-a-multimillion-dollar-hole-in-the-ground,‘I’ve got tears in my eyes’: how the ‘world’s most beautiful pool’ became a multimillion-dollar hole in the ground,81,B,method_case_study,0.13440827554078041,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.37256794212040256,0.37256794212040256,0.21293796390235442,0.21293796390235442,0.48530785016996797,0.48530785016996797,0.2836974384707477,0.2836974384707477,0.5343048010214986,0.5343048010214986,0.0,0.0,0.3655742689620081,0.3655742689620081,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.11819278448820114,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/global-development/2024/mar/04/uk-coastguard-children-migrants-channel-tragedy-rescue,Fears UK coastguards left children adrift on small boats before Channel tragedy,81,B,method_case_study,0.1543330220082648,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.5,0.2,1.0,0.8,1.0,0.8,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.4825934965600325,0.4825934965600325,0.3659286462580693,0.3659286462580693,0.5310105514009771,0.5310105514009771,0.3874960377262707,0.3874960377262707,0.6099513513596606,0.6099513513596606,0.17639159430405027,0.17639159430405027,0.3630857956703563,0.3630857956703563,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.14369775354862213,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2024/feb/18/victoria-alpine-park-native-species-protection-brumby-population,‘Feral horses don’t know state borders’: the push to protect Victoria’s Alpine national park,81,B,method_case_study,0.18196443628443998,2,near_tier_a,MEDIUM,1.0,0.8,0.0,0.05,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.3144263979746635,0.3144263979746635,0.2709859662078233,0.2709859662078233,0.6076593465387361,0.6076593465387361,0.20120922553572604,0.20120922553572604,0.4439918191876815,0.4439918191876815,0.0,0.0,0.3467271988375424,0.3467271988375424,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.10659906268119812,0.44999999999999996,0.44999999999999996,0.0,0.0,0.0,0.0,0.6799999999999999,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2024/jan/29/asbestos-nsw-findings-watchdog-epa-contaminated-soil-childcare-centres-schools-parks,NSW watchdog failed to act on contamination risk despite ‘damning’ asbestos findings,81,B,method_case_study,0.21331148811184483,3,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.5,0.2,1.0,0.8,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.6843979044669707,0.6843979044669707,0.2073461383752493,0.2073461383752493,0.5450309479952515,0.5450309479952515,0.5847095504502888,0.5847095504502888,0.7212043264046187,0.7212043264046187,0.3931348435083065,0.3931348435083065,0.39370605792947416,0.39370605792947416,0.4879411451628401,0.4879411451628401,0.0,0.0,0.10982422949928573,0.10982422949928573,0.15931950842490344,0.15931950842490344,0.1685884289932003,0.1685884289932003,0.20301840616974204,0.20301840616974204,0.008746239083794346,0.008746239083794346,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.35430023074150085,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
https://www.theguardian.com/politics/2024/jan/22/nigel-farage-lobbied-senior-tory-minister-over-natwest-complaint,Nigel Farage lobbied senior Tory minister over NatWest complaint,81,none,method_prepost,0.06648322642864171,0,,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.5499340885924766,0.5499340885924766,0.28408310344956084,0.28408310344956084,0.6677238942397856,0.6677238942397856,0.43181913318561027,0.43181913318561027,0.6080272141779366,0.6080272141779366,0.22080693218787084,0.22080693218787084,0.3690511130483895,0.3690511130483895,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.018838776275515556,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/world/2024/jan/16/major-human-rights-violations-at-del-monte-farm-in-kenya-report-finds,"Major human rights violations at Del Monte farm in Kenya, report finds",81,B,method_case_study,0.13041809636734916,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.3614652394396751,0.3614652394396751,0.17952297800163386,0.17952297800163386,0.5695774764842294,0.5695774764842294,0.2650429919748952,0.2650429919748952,0.5111022517374121,0.5111022517374121,0.0,0.0,0.36551175608209924,0.36551175608209924,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.0960242748260498,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/media/2023/dec/07/phillip-schofield-patronage-assisted-lovers-itv-career-review-finds,"Phillip Schofield’s ‘patronage’ assisted lover’s ITV career, review finds",81,B,method_expert_qual,0.18556146789915323,2,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.3602123380068787,0.3602123380068787,0.3271792902745717,0.3271792902745717,0.47484223567047584,0.47484223567047584,0.31218772103044035,0.31218772103044035,0.5583109350409604,0.5583109350409604,0.3717619258829349,0.3717619258829349,0.3522514239767525,0.3522514239767525,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.02227630466222763,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0
https://www.theguardian.com/environment/2023/nov/29/fire-ants-found-nsw-invasive-species-bites-sting-death,"What are fire ants, and what will happen if these tiny killers take hold across Australia?",81,B,method_expert_secondary,0.04540996034492974,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.2118654199320147,0.2118654199320147,0.24326152902256704,0.24326152902256704,0.1115065653306217,0.1115065653306217,0.21440008938484775,0.21440008938484775,0.4174383419572302,0.4174383419572302,0.0,0.0,0.35058605155093575,0.35058605155093575,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.1382223516702652,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
