url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/law/2020/aug/27/snp-accuses-no-10-endangering-acts-of-union-judicial-review-inquiry-scotland,SNP accuses No 10 of endangering Acts of Union with judicial review inquiry,method_expert_qual,,LOW,0.17273425267293002,1,outlier_high,0.8,0.05,0.2,0.6692672387816302,0.35143745654249103,0.12170769274234772,0.15000000000000002
https://www.theguardian.com/society/2021/dec/03/arthur-labinjo-hughes-robert-halfon-mp,PM pledges to ‘leave no stone unturned’ in review of Arthur Labinjo-Hughes’ death,method_expert_qual,,LOW,0.18541415719975385,1,outlier_high,0.8,0.05,0.2,0.6108220806684963,0.4337590925961574,0.2032782882452011,0.15000000000000002
https://www.theguardian.com/commentisfree/2020/dec/13/the-observer-view-on-the-inquiry-into-maternity-care-at-shrewsbury-and-telford-hospital-nhs-trust,The Observer view on the inquiry into maternity care at Shrewsbury and Telford Hospital NHS trust,method_case_study,,MEDIUM,0.25057412416222935,2,near_tier_a,0.8,0.05,0.8,0.5283222450417124,0.28109764943073584,0.27138322591781616,0.25
https://www.theguardian.com/commentisfree/2021/apr/30/government-delays-covid-public-inquiry-health-crisis,"The government dithers and delays, but the UK needs a Covid public inquiry now",method_expert_qual,,MEDIUM,0.20698289264197145,2,near_tier_a,0.8,0.05,0.05,0.7746129084649923,0.49363068035482993,0.15689203143119812,0.05
https://www.theguardian.com/environment/2020/oct/02/rio-tinto-made-early-call-for-morrison-to-transfer-environmental-approval-powers-to-wa,Letter reveals Rio Tinto urged transfer of powers to WA ahead of environment law review,method_expert_qual,method_rct,LOW,0.20164153833773668,2,method_disagree,0.8,0.2,0.2,0.5647195427169712,0.35143745654249103,0.5243622064590454,0.15000000000000002
https://www.theguardian.com/uk-news/2019/aug/21/hs2-review-launched-over-whether-rail-project-should-proceed,HS2 could be scrapped as critic given role in independent review,method_expert_secondary,method_case_study,LOW,0.3811525163719329,5,method_disagree,0.8,0.05,0.8,0.6227546383353357,0.5695266977189903,0.5971351861953735,0.55
https://www.theguardian.com/business/2021/apr/12/new-australia-post-chief-named-day-before-christine-holgate-fronts-senate-inquiry,New Australia Post chief named day before Christine Holgate fronts Senate inquiry,method_expert_qual,method_gut,LOW,0.1406853057057316,1,outlier_high,0.8,0.05,0.2,0.4240420529853558,0.35143745654249103,0.022723589092493057,0.15000000000000002
https://www.theguardian.com/world/2021/may/12/uk-covid-what-is-a-public-inquiry,UK Covid: what is a public inquiry?,method_expert_qual,,LOW,0.15451613117979043,1,outlier_high,0.8,0.05,0.05,0.5702792655215354,0.35143745654249103,0.08113092184066772,0.15000000000000002
https://www.theguardian.com/politics/2021/apr/19/johnson-defends-top-civil-servants-amid-greensill-scandal,Greensill scandal: lobbying inquiry could call all living ex-PMs,method_expert_qual,,LOW,0.16310709054139458,1,outlier_high,0.8,0.05,0.2,0.5653627498029459,0.35143745654249103,0.203992560505867,0.15000000000000002
https://www.theguardian.com/politics/2021/apr/20/firm-lobbying-inquiry-chair-nigel-boardman-won-government-contracts-past-year,Firm of lobbying inquiry chair won £7m of government contracts in past year ,method_expert_qual,method_expert_secondary,LOW,0.155837104903147,1,outlier_high,0.8,0.05,0.2,0.48652016210796556,0.40309473602057727,0.1012585461139679,0.05
