url,title,round_id,tier,classified_method,article_relevance_score,models_agreeing_high,disagreement_type,method_certainty,m1_decision_score,m1_decision_p1,m1_method_rct_score,m1_method_rct_p1,m1_method_prepost_score,m1_method_prepost_p1,m1_method_case_study_score,m1_method_case_study_p1,m1_method_expert_qual_score,m1_method_expert_qual_p1,m1_method_expert_secondary_score,m1_method_expert_secondary_p1,m1_method_gut_score,m1_method_gut_p1,m2old_decision_score,m2old_decision_p1,m2old_method_rct_score,m2old_method_rct_p1,m2old_method_prepost_score,m2old_method_prepost_p1,m2old_method_case_study_score,m2old_method_case_study_p1,m2old_method_expert_qual_score,m2old_method_expert_qual_p1,m2old_method_expert_secondary_score,m2old_method_expert_secondary_p1,m2old_method_gut_score,m2old_method_gut_p1,m2new_decision_score,m2new_decision_p1,m2new_method_rct_score,m2new_method_rct_p1,m2new_method_prepost_score,m2new_method_prepost_p1,m2new_method_case_study_score,m2new_method_case_study_p1,m2new_method_expert_qual_score,m2new_method_expert_qual_p1,m2new_method_expert_secondary_score,m2new_method_expert_secondary_p1,m2new_method_gut_score,m2new_method_gut_p1,m3_decision_score,m3_decision_p1,m3_method_rct_score,m3_method_rct_p1,m3_method_prepost_score,m3_method_prepost_p1,m3_method_case_study_score,m3_method_case_study_p1,m3_method_expert_qual_score,m3_method_expert_qual_p1,m3_method_expert_secondary_score,m3_method_expert_secondary_p1,m3_method_gut_score,m3_method_gut_p1,m4_decision_score,m4_decision_p1,m4_method_rct_score,m4_method_rct_p1,m4_method_prepost_score,m4_method_prepost_p1,m4_method_case_study_score,m4_method_case_study_p1,m4_method_expert_qual_score,m4_method_expert_qual_p1,m4_method_expert_secondary_score,m4_method_expert_secondary_p1,m4_method_gut_score,m4_method_gut_p1,m5_decision_score,m5_decision_p1,m5_method_rct_score,m5_method_rct_p1,m5_method_prepost_score,m5_method_prepost_p1,m5_method_case_study_score,m5_method_case_study_p1,m5_method_expert_qual_score,m5_method_expert_qual_p1,m5_method_expert_secondary_score,m5_method_expert_secondary_p1,m5_method_gut_score,m5_method_gut_p1,m6_decision_score,m6_decision_p1,m6_method_rct_score,m6_method_rct_p1,m6_method_prepost_score,m6_method_prepost_p1,m6_method_case_study_score,m6_method_case_study_p1,m6_method_expert_qual_score,m6_method_expert_qual_p1,m6_method_expert_secondary_score,m6_method_expert_secondary_p1,m6_method_gut_score,m6_method_gut_p1
https://www.theguardian.com/australia-news/2020/jun/11/scott-morrison-apologises-for-hurt-or-harm-caused-by-robodebt-rollout,Scott Morrison apologises for 'hurt or harm' caused by robodebt rollout,46,B,method_gut,0.19679213482005445,2,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.5530282156740847,0.5530282156740847,0.24458345928842562,0.24458345928842562,0.5300435643533119,0.5300435643533119,0.4672643625456695,0.4672643625456695,0.660611380814872,0.660611380814872,0.34194496121432955,0.34194496121432955,0.3773619425480835,0.3773619425480835,0.6844214564576431,0.6844214564576431,0.08502313528335777,0.08502313528335777,0.09132781619791627,0.09132781619791627,0.3989359048120179,0.3989359048120179,0.22956586814280303,0.22956586814280303,0.15632378153814624,0.15632378153814624,0.12150940289057702,0.12150940289057702,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.08466355502605438,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.12000000000000001
https://www.theguardian.com/commentisfree/2018/feb/12/we-need-to-change-the-culture-of-silence-about-sexual-harassment,The Robert Doyle saga is a perfect case study for this messy #metoo moment,46,none,method_case_study,0.0577799466656084,0,,LOW,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.44210435234356327,0.44210435234356327,0.22092861636102584,0.22092861636102584,0.5458546625905987,0.5458546625905987,0.3371391353671409,0.3371391353671409,0.5769956752223163,0.5769956752223163,0.0,0.0,0.3681660407077724,0.3681660407077724,0.2918503470910129,0.2918503470910129,0.049155043116607705,0.049155043116607705,0.0,0.0,0.3461440529463191,0.3461440529463191,0.0,0.0,0.0,0.0,0.0,0.0,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.057836540043354034,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/money/2025/mar/07/crypto-scam-victims,"‘You get sucked in’: crypto scam victims on how they lost up to £162,000",46,none,method_case_study,0.09047569294734346,0,,LOW,0.5,0.2,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5192981741947299,0.5192981741947299,0.41578590492681755,0.41578590492681755,0.7927707680201992,0.7927707680201992,0.3547270988231559,0.3547270988231559,0.5412346610242665,0.5412346610242665,0.20075022746201232,0.20075022746201232,0.349776659040202,0.349776659040202,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.10640434175729752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/australia-news/2026/mar/24/property-strata-manager-commission-ban-nsw-australia,"Commissions for strata managers should be banned ‘sooner rather than later’, NSW productivity commissioner says",46,A,method_expert_qual,0.32671594333476567,3,,MEDIUM,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.7087551976461235,0.7087551976461235,0.14748978927040374,0.14748978927040374,0.6457843565334707,0.6457843565334707,0.5752610640798146,0.5752610640798146,0.6735050677542815,0.6735050677542815,0.31756327108644256,0.31756327108644256,0.4014656342537061,0.4014656342537061,0.4463285619166331,0.4463285619166331,0.10016290594206632,0.10016290594206632,0.04610153645889592,0.04610153645889592,0.1354734092220694,0.1354734092220694,0.24420621134785894,0.24420621134785894,0.053175377758358025,0.053175377758358025,0.030157047139364873,0.030157047139364873,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.511532187461853,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.33999999999999997,0.0,0.0
https://www.theguardian.com/australia-news/2025/nov/30/queensland-dv-domestic-violence-response-stops-reviewing-recent-deaths,‘We’ve got to listen to dead women’: critical part of Queensland’s DV response stops reviewing all recent deaths,46,B,method_case_study,0.19809088953726284,2,method_disagree,LOW,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,1.0,0.8,0.5,0.2,1.0,0.8,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.6326368498906859,0.6326368498906859,0.3004017742973217,0.3004017742973217,0.38790093523072827,0.38790093523072827,0.551752629104793,0.551752629104793,0.7419983409549711,0.7419983409549711,0.4552153100887809,0.4552153100887809,0.38402000989827606,0.38402000989827606,0.5412651754890698,0.5412651754890698,0.29624397884873355,0.29624397884873355,0.04847722771031695,0.04847722771031695,0.15079385807814044,0.15079385807814044,0.0,0.0,0.0,0.0,0.043954125335115016,0.043954125335115016,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.06224294751882553,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.22000000000000003
https://www.theguardian.com/commentisfree/2025/apr/01/gary-caldwell-scottish-accent-bias-england-football-exeter-city,Is my Scottish accent really the problem – or is it just your English ears?,46,none,method_expert_qual,0.030257869713489198,0,,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.33637791354382224,0.33637791354382224,0.32815730544022254,0.32815730544022254,0.4446618885876255,0.4446618885876255,0.2592318905182952,0.2592318905182952,0.5156268185266246,0.5156268185266246,0.046367202513596995,0.046367202513596995,0.3555626149482101,0.3555626149482101,0.27794598110792046,0.27794598110792046,0.01699530741743155,0.01699530741743155,0.030857890499137185,0.030857890499137185,0.07202713780903448,0.07202713780903448,0.0,0.0,0.10167853647920733,0.10167853647920733,0.06104649446637936,0.06104649446637936,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.05097522959113121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/commentisfree/2025/jan/02/the-guardian-view-on-the-blair-era-archives-fateful-decisions-come-in-many-guises,The Guardian view on the Blair-era archives: fateful decisions come in many guises,46,B,method_gut,0.13811605886844414,1,outlier_high,LOW,1.0,0.8,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.45703619586710564,0.45703619586710564,0.17634864730963012,0.17634864730963012,0.5446650402591768,0.5446650402591768,0.375463707131531,0.375463707131531,0.6009689622026703,0.6009689622026703,0.13032934575817767,0.13032934575817767,0.3730120140816971,0.3730120140816971,0.35143745654249103,0.35143745654249103,0.1336151524102837,0.1336151524102837,0.04484997538237098,0.04484997538237098,0.09037895038253302,0.09037895038253302,0.12631534176990614,0.12631534176990614,0.01651143488826034,0.01651143488826034,0.07097971586400662,0.07097971586400662,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.01380124781280756,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/money/2022/mar/14/blue-sky-thinking-new-rules-allow-digital-nomads-to-work-in-the-sun,Blue-sky thinking: new rules allow digital nomads to work in the sun,46,B,method_case_study,0.09735665307233617,1,outlier_high,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.5573761812059567,0.5573761812059567,0.3813898752251761,0.3813898752251761,0.7428627477076164,0.7428627477076164,0.4097208364497926,0.4097208364497926,0.5846653247479576,0.5846653247479576,0.2764480837243537,0.2764480837243537,0.35924538029725733,0.35924538029725733,0.5191905439717458,0.5191905439717458,0.14609798565317825,0.14609798565317825,0.07457388953750213,0.07457388953750213,0.3391488474224815,0.3391488474224815,0.0,0.0,0.11149368890426035,0.11149368890426035,0.12379685880483032,0.12379685880483032,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.21531301736831665,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/business/2021/oct/28/tesco-and-gorillas-join-forces-to-test-10-minute-delivery-service,Tesco and Gorillas join forces to test 10-minute delivery service,46,B,method_case_study,0.19953543452578795,2,method_disagree,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,1.0,0.8,0.0,0.05,0.0,0.05,0.0,0.05,0.46574611370478347,0.46574611370478347,0.48640908991405263,0.48640908991405263,0.5006012366822779,0.5006012366822779,0.2805963441728524,0.2805963441728524,0.45521901379330165,0.45521901379330165,0.0,0.0,0.33095696200880936,0.33095696200880936,0.3759887548048779,0.3759887548048779,0.12778550984366943,0.12778550984366943,0.030599170875006715,0.030599170875006715,0.12078081067206944,0.12078081067206944,0.1263963093297732,0.1263963093297732,0.045009227994569835,0.045009227994569835,0.0,0.0,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.6859657764434814,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.theguardian.com/society/2024/mar/15/how-workaholism-can-leave-lifelong-scars-burnout,‘It’s still very hard to just be’: how workaholism can leave lifelong scars,46,none,method_expert_qual,0.031775571283608806,0,,LOW,0.0,0.05,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.29957880350936933,0.29957880350936933,0.34310708294720527,0.34310708294720527,0.3719422247253998,0.3719422247253998,0.24227636640660552,0.24227636640660552,0.5152253762469567,0.5152253762469567,0.037197527709922656,0.037197527709922656,0.3397575803944331,0.3397575803944331,0.28109764943073584,0.28109764943073584,0.1612377563118868,0.1612377563118868,0.029347609798481777,0.029347609798481777,0.07568635183253306,0.07568635183253306,0.00850543975182036,0.00850543975182036,0.008345285124472149,0.008345285124472149,0.032444503053618186,0.032444503053618186,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.08806158602237701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
