url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/world/2014/mar/18/fast-food-workers-ally-minimum-wage-new-york-city,Fast-food workers get new ally in New York City fight for fair pay,method_gut,,LOW,0.1692827092278782,1,outlier_high,0.05,0.8,0.8,0.534664790179711,0.2884467035519057,0.15335029363632202,0.15000000000000002
https://www.theguardian.com/environment/2013/nov/04/green-groups-legal-kevins-corner,Green groups explore legal action to halt massive Queensland coalmine,method_rct,method_prepost,LOW,0.12555605191904523,1,outlier_high,0.2,0.05,0.2,0.5045745945088265,0.4947431058661509,0.5004681944847107,0.25
https://www.theguardian.com/money/2013/mar/30/childcare-vouchers-how-work,Tax-free childcare vouchers: how they will work,method_gut,method_rct,LOW,0.23226544562947893,2,method_disagree,0.05,0.8,0.8,0.5781714972723812,0.3722912538417637,0.6191695332527161,0.05
https://www.theguardian.com/money/2013/mar/06/childcare-costs-twice-rate-inflation,Childcare costs rising by more than twice the rate of inflation,method_prepost,method_expert_secondary,LOW,0.15548039249926482,1,outlier_high,0.8,0.2,0.05,0.5468771262736721,0.28109764943073584,0.16312327980995178,0.15000000000000002
https://www.theguardian.com/sustainable-business/nutritional-recession-fresh-produce,Are supermarkets responding to challenge of 'nutritional recession'?,method_expert_secondary,method_expert_qual,LOW,0.2161104741778526,3,method_disagree,0.8,0.05,0.05,0.7059174795802088,0.5727886342411868,0.16712796688079834,0.15000000000000002
https://www.theguardian.com/environment/2012/mar/06/hetchy-hetch-valley-dam-restoration,Ballot initiative reignites debate over Yosemite's 'twin valley' restoration,method_rct,,LOW,0.06321833844244944,1,outlier_high,0.2,0.05,0.2,0.36890743616432264,0.2884467035519057,0.3804435431957245,0.05
https://www.theguardian.com/uk/2012/jan/26/ministry-of-defence-job-cuts,"Ministry of Defence to cut further 3,000 civilian jobs",method_gut,,LOW,0.17141478457246812,1,outlier_high,0.8,0.05,0.05,0.5778015784743502,0.39108106230002604,0.2428417205810547,0.1
https://www.theguardian.com/uk/2011/dec/25/80mph-speed-limit-increase-deaths,80mph speed limit 'would increase deaths by 20%',method_expert_secondary,method_rct,LOW,0.3005678714686112,3,method_disagree,0.8,0.05,0.8,0.5277677674773877,0.3314338031779803,0.6511284708976746,0.35
https://www.theguardian.com/science/2011/jun/08/rejuvenated-cells-repair-heart-attack,Turning back the cellular clock could repair damage after a heart attack,method_rct,method_prepost,LOW,0.1016604075903315,1,outlier_high,0.2,0.05,0.05,0.4839595967811232,0.28109764943073584,0.5068780183792114,0.05
https://www.theguardian.com/commentisfree/2011/jun/06/short-breaks-units-disabled-children,Carers of children with disabilities need respite,method_rct,method_prepost,LOW,0.13866598444115963,1,outlier_high,0.2,0.2,0.2,0.5978417265829918,0.3180141899227427,0.5372446179389954,0.15000000000000002
https://www.theguardian.com/society/2011/apr/28/child-support-body-accounts-rejected,Child support body's accounts rejected over payment errors,method_expert_qual,method_rct,LOW,0.18044163668507732,2,method_disagree,0.8,0.2,0.2,0.5890269882980849,0.35143745654249103,0.3035835921764374,0.25
https://www.theguardian.com/uk/2011/feb/28/scottish-universities-tuition-fees,Scottish universities call for an end to free higher education,method_expert_qual,method_rct,LOW,0.11216267418642104,2,method_disagree,0.8,0.2,0.2,0.5420093984763437,0.3722912538417637,0.3187521994113922,0.15000000000000002
https://www.theguardian.com/technology/2011/feb/02/uk-crime-maps-developers-unhappy,"Crime maps are 'worse than useless', claim developers",method_gut,method_prepost,LOW,0.21591901260161367,2,method_disagree,0.8,0.05,0.05,0.5659728597870484,0.643970024990798,0.2628478705883026,0.15000000000000002
https://www.theguardian.com/government-computing-network/2011/feb/02/ministry-justice-staff-roster-software-prisons-02feb11,MoJ saves £9m with staff roster software,method_prepost,method_expert_secondary,LOW,0.3150146170696801,5,method_disagree,0.2,0.8,0.8,0.7786952816304996,0.7719411588199715,0.6191208958625793,0.35
https://www.theguardian.com/edinburgh/2011/jan/04/edinburgh-cycle-storage-bike-racks-cost-spokes,Tackling bike storage problems in Edinburgh's flats,method_case_study,,LOW,0.1319204350566637,1,outlier_high,0.05,0.05,0.2,0.6094160456081341,0.5521001249411465,0.25372064113616943,0.35
https://www.theguardian.com/environment/2010/dec/22/uk-flood-defence-cuts-risk,UK flood defence cuts leave 5m vulnerable homes 'at risk',method_expert_qual,method_gut,LOW,0.2516117250326405,4,method_disagree,0.8,0.2,0.8,0.7264325501406224,0.35143745654249103,0.5577357411384583,0.25
https://www.theguardian.com/media/2010/may/18/bbc-service-licences,BBC raises budgets to cover £23m extra rent costs,method_gut,method_rct,LOW,0.2241225428656091,2,method_disagree,0.05,0.05,0.8,0.6445562362146002,0.46425251636392206,0.4635048508644104,0.15000000000000002
