url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1
https://www.theguardian.com/politics/2021/jul/18/questions-grow-pilot-scheme-boris-johnson-rishi-sunak-covid-self-isolation-u-turn,Questions grow over pilot scheme after Johnson and Sunak isolation U-turn,method_gut,,LOW,0.15250000000000005,1,outlier_high,0.8,0.05,0.2,0.2,0.05
https://www.theguardian.com/society/2022/feb/24/new-guidelines-helping-stem-the-tide-of-serious-allergies-in-australian-children-study-finds,"New guidelines helping stem the tide of serious allergies in Australian children, study finds",method_prepost,method_rct,LOW,0.2800000000000001,2,method_disagree,0.8,0.2,0.8,0.2,0.05
https://www.theguardian.com/society/2022/sep/01/hormone-therapy-may-boost-brain-function-for-people-with-downs-syndrome-study-finds,"Hormone therapy may boost brain function for people with Down’s syndrome, study finds",method_rct,method_prepost,LOW,0.17800000000000005,1,outlier_high,0.2,0.8,0.05,0.2,0.05
https://www.theguardian.com/us-news/2022/jun/24/bipartisan-gun-control-law-house-vote-biden,Bipartisan gun control law sent for Biden’s signature after House vote,method_gut,,LOW,0.15250000000000005,1,outlier_high,0.05,0.8,0.8,0.2,0.05
https://www.theguardian.com/australia-news/2021/sep/25/fraudulent-ivermectin-studies-open-up-new-battleground-between-science-and-misinformation,Fraudulent ivermectin studies open up new battleground between science and misinformation,method_rct,,LOW,0.17050000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/world/2020/jun/16/recovery-trial-for-covid-19-treatments-what-we-know-so-far,Recovery trial for Covid-19 treatments: what we know so far,method_rct,,LOW,0.19450000000000003,1,outlier_high,0.8,0.05,0.2,0.2,0.05
https://www.theguardian.com/australia-news/2021/dec/20/vaccines-are-not-the-only-answer-experts-call-for-more-public-health-measures-to-curb-omicron,‘Vaccines are not the only answer’: experts call for more public health measures to curb Omicron,method_gut,,LOW,0.18400000000000005,1,outlier_high,0.8,0.2,0.2,0.2,0.05
https://www.theguardian.com/theobserver/commentisfree/2021/feb/21/is-12-weeks-between-covid-jabs-too-long,Is 12 weeks between Covid jabs too long?,method_case_study,method_rct,LOW,0.2980000000000001,2,method_disagree,0.8,0.2,0.8,0.2,0.05
https://www.theguardian.com/society/2021/mar/22/uk-to-test-existing-drugs-as-treatment-for-ms-in-world-first-trial,UK to test existing drugs as treatment for MS in world-first trial,method_rct,,MEDIUM,0.3220000000000001,2,near_tier_a,0.8,0.8,0.2,0.2,0.05
https://www.theguardian.com/us-news/2021/nov/29/universal-basic-income-los-angeles-pilot-big-leap,I applied for LA’s basic income program – and the process was startling,method_case_study,method_rct,LOW,0.2905000000000001,2,method_disagree,0.8,0.05,0.8,0.2,0.05
https://www.theguardian.com/politics/2021/jul/18/what-is-the-covid-workplace-testing-scheme-downing-street-is-part-of,What is the Covid workplace testing scheme Downing Street is part of?,method_prepost,method_expert_qual,LOW,0.14650000000000005,1,outlier_high,0.2,0.05,0.2,0.8,0.05
https://www.theguardian.com/world/2020/apr/22/hydroxychloroquine-coronavirus-scientific-studies-research,Hydroxychloroquine and coronavirus: a guide to the scientific studies so far,method_expert_secondary,,LOW,0.16900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/world/2020/jun/19/coronavirus-the-week-explained,Coronavirus: the week explained - 19 June,method_rct,,MEDIUM,0.3040000000000001,2,near_tier_a,0.8,0.8,0.05,0.2,0.05
https://www.theguardian.com/society/2020/may/07/finnish-basic-income-pilot-improved-wellbeing-study-finds-coronavirus,"Finnish basic income pilot improved wellbeing, study finds",method_rct,,MEDIUM,0.3520000000000001,2,near_tier_a,0.8,0.2,0.8,0.2,0.2
https://www.theguardian.com/commentisfree/2020/apr/24/face-masks-mandatory-spread-coronavirus-government,"Across the world, face masks are becoming mandatory. Why not in the UK?",method_gut,,LOW,0.16900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/world/2020/dec/30/how-well-does-the-oxford-vaccine-work-what-we-know-so-far,How well does the Oxford vaccine work? What we know so far,method_rct,,LOW,0.20200000000000004,1,outlier_high,0.8,0.8,0.05,0.2,0.05
https://www.theguardian.com/world/2020/apr/23/high-hopes-drug-for-covid-19-treatment-failed-in-full-trial,First trial for potential Covid-19 drug shows it has no effect,method_rct,,LOW,0.17050000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/society/2020/nov/23/astrazeneca-says-its-coronavirus-vaccine-has-70-per-cent-efficacy-covid-oxford-university,"Oxford AstraZeneca Covid vaccine has up to 90% efficacy, data reveals",method_rct,method_prepost,LOW,0.20200000000000004,1,outlier_high,0.2,0.8,0.05,0.2,0.05
https://www.theguardian.com/world/2020/oct/16/remdesivir-has-very-little-effect-on-covid-19-mortality-who-finds-trial-drug-coronavirus,"Remdesivir has very little effect on Covid-19 mortality, WHO finds",method_rct,,LOW,0.20800000000000005,1,outlier_high,0.8,0.2,0.05,0.2,0.05
https://www.theguardian.com/world/2021/feb/25/pfizer-covid-vaccine-94-effective-study-of-12m-people-finds,"Pfizer Covid vaccine 94% effective in peer-reviewed, real-world mass study",method_expert_secondary,method_rct,LOW,0.3280000000000001,2,method_disagree,0.8,0.8,0.2,0.2,0.05
https://www.theguardian.com/world/2020/apr/30/remdesivir-the-antiviral-drug-is-being-touted-as-a-possible-coronavirus-treatment-but-will-it-work,Remdesivir: the antiviral drug is being touted as a possible coronavirus treatment – but will it work?,method_rct,,LOW,0.19600000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.2
https://www.theguardian.com/world/2020/apr/29/remdesivir-coronavirus-drug-experimental,Remdesivir: early findings on experimental coronavirus drug offer 'quite good news',method_rct,,MEDIUM,0.2980000000000001,2,near_tier_a,0.8,0.8,0.05,0.2,0.05
https://www.theguardian.com/education/2021/mar/03/research-undermines-claims-philosophy-boosts-primary-maths-and-reading,Study undermines claim philosophy boosts maths and reading skills,method_rct,,LOW,0.22450000000000003,1,outlier_high,0.8,0.2,0.05,0.2,0.2
https://www.theguardian.com/society/2020/aug/30/covid-vaccine-rush-could-make-pandemic-worse-say-scientists,"Covid vaccine rush could make pandemic worse, say scientists",method_gut,,LOW,0.16300000000000003,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/education/2021/mar/24/bristol-university-happiness-course-students-found-to-be-more-upbeat,Bristol University happiness course students found to be more upbeat,method_prepost,method_case_study,LOW,0.17800000000000005,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/uk-news/2020/jan/19/hull-universal-basic-income-trial,Hull asks to be first UK city to trial universal basic income,method_rct,,LOW,0.17800000000000005,1,outlier_high,0.8,0.2,0.8,0.2,0.05
https://www.theguardian.com/education/2018/nov/22/conflict-resolution-programme-improves-wellbeing-of-pupils,Conflict resolution programme 'improves wellbeing of pupils',method_rct,,MEDIUM,0.3220000000000001,2,near_tier_a,0.8,0.8,0.2,0.2,0.05
https://www.theguardian.com/world/2020/jun/04/covid-19-lancet-retracts-paper-that-halted-hydroxychloroquine-trials,Covid-19: Lancet retracts paper that halted hydroxychloroquine trials,method_rct,method_expert_secondary,LOW,0.16450000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/commentisfree/2020/aug/12/we-have-no-idea-if-the-russian-covid-vaccine-is-safe-or-effective,We have no idea if the Russian Covid vaccine is safe or effective,method_gut,,LOW,0.16300000000000003,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/science/2021/feb/11/meaty-meals-and-play-stop-cats-killing-wildlife-study-finds,"Meaty meals and play stop cats killing wildlife, study finds",method_rct,,LOW,0.15400000000000005,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/society/2019/jan/30/vaping-twice-as-likely-as-gum-to-help-smokers-quit-research-finds,"Vaping twice as likely as gum to help smokers quit, research finds",method_rct,,MEDIUM,0.3280000000000001,2,near_tier_a,0.8,0.8,0.2,0.2,0.05
