url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1,m5_decision_p1,m6_decision_p1
https://www.theguardian.com/australia-news/2017/may/27/toxic-waste-danger-to-drinking-water-if-santos-csg-project-goes-ahead-report,Toxic waste​ could endanger drinking water if Santos CSG project goes ahead – report,method_case_study,method_expert_qual,LOW,0.1727127247727451,1,outlier_high,0.8,0.2,0.2,0.48106095156131845,0.40309473602057727,0.24881498515605927,0.25
https://www.theguardian.com/environment/2015/sep/08/diverted-groundwater-near-mines-may-cause-trees-to-die-of-thirst-study-finds,"Diverted groundwater near mines may cause trees to die of thirst, study finds",method_case_study,method_expert_secondary,LOW,0.19515357563613278,3,method_disagree,0.8,0.05,0.05,0.4170584722091,0.4947431058661509,0.3191900849342346,0.35
https://www.theguardian.com/technology/2016/nov/23/us-regulators-reduce-road-deaths-smartphone-driving-mode-apple-samsung,US regulators seek to reduce road deaths with smartphone 'driving mode',method_rct,,LOW,0.17876201363913394,1,outlier_high,0.2,0.8,0.8,0.5136509814904402,0.3559851014403672,0.2770882546901703,0.15000000000000002
https://www.theguardian.com/society/2015/jul/16/ifs-majority-poor-children-working-families-study,"Majority of poor children live in working families, IFS study finds",method_expert_secondary,,LOW,0.19060828904115432,1,outlier_high,0.8,0.2,0.2,0.588348491079404,0.4947431058661509,0.18703989684581757,0.25
https://www.theguardian.com/society/2016/jan/13/most-same-sex-marriages-england-wales-already-civil-partnerships,Most same-sex marriages in England and Wales began as civil partnerships,method_rct,,LOW,0.08978254282612806,1,outlier_high,0.05,0.2,0.05,0.4416357270450094,0.4212516304315802,0.43169793486595154,0.2
https://www.theguardian.com/australia-news/2015/feb/11/judas-camels-can-lead-shooters-to-feral-herds-in-central-australia-study-finds,"'Judas camels' can lead shooters to feral herds in central Australia, study finds",method_case_study,,MEDIUM,0.23764800283443357,2,near_tier_a,0.8,0.05,0.2,0.4562296057765659,0.4760605782324818,0.2550532817840576,0.44999999999999996
https://www.theguardian.com/environment/2016/may/12/coalition-climate-plan-assumes-emissions-trading-says-government-modeller,"Coalition climate plan 'assumes emissions trading', says government modeller",method_expert_secondary,method_case_study,LOW,0.24094917898881119,4,method_disagree,0.8,0.05,0.2,0.5720817087541343,0.5823717232380794,0.4348796606063843,0.25
https://www.theguardian.com/society/2015/jul/20/lower-benefit-caps-exclude-poor-families-make-cities-unaffordable,Lower benefit caps 'will exclude poor families from large parts of England',method_expert_secondary,method_case_study,LOW,0.371811820997586,4,method_disagree,0.8,0.2,0.8,0.7998398450860723,0.35143745654249103,0.757822573184967,0.35
https://www.theguardian.com/society/2016/aug/06/second-child-career,"For UK women in low-paid jobs, a second child is a mixed blessing",method_expert_secondary,method_rct,LOW,0.19273471633029723,2,method_disagree,0.8,0.2,0.05,0.5012676736463568,0.4947431058661509,0.3734537959098816,0.25
https://www.theguardian.com/business/2015/oct/23/areas-near-heathrow-suffer-more-noise-despite-claims-of-quieter-planes,Areas near Heathrow suffer more noise despite claims of quieter planes,method_prepost,method_expert_secondary,LOW,0.21958246010990393,2,method_disagree,0.8,0.05,0.2,0.34155310197114774,0.42440329875439564,0.2404109537601471,0.6
