url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type
https://www.theguardian.com/australia-news/2023/aug/01/shark-net-data-sydney-nsw-90-percent-other-animals-statistics,"Almost 90% of animals caught in NSW shark nets are not targeted sharks, data shows",method_case_study,method_expert_secondary,LOW,0.14650000000000005,1,outlier_high
https://www.theguardian.com/world/2020/jul/01/why-is-there-a-delay-in-sharing-covid-19-test-data-with-english-councils,Why is there a delay in sharing Covid-19 test data with English councils?,method_gut,,LOW,0.14500000000000005,1,outlier_high
https://www.theguardian.com/world/2021/apr/19/coronavirus-india-to-go-on-englands-covid-travel-red-list-on-friday,Thousands could fly to England from India before it joins Covid travel ‘red list’,method_gut,,LOW,0.14500000000000005,1,outlier_high
https://www.theguardian.com/world/2020/jul/20/cheap-popular-and-it-works-irelands-contact-tracing-app-success,"Cheap, popular and it works: Ireland's contact-tracing app success",method_case_study,,LOW,0.14650000000000005,1,outlier_high
https://www.theguardian.com/australia-news/2019/may/17/angus-taylors-oxford-rowing-mate-one-of-main-beneficiaries-of-80m-water-deal,Angus Taylor's Oxford rowing mate's company was a beneficiary of $80m water deal,method_gut,,LOW,0.14500000000000005,1,outlier_high
https://www.theguardian.com/society/2017/sep/23/universal-credit-wait-beyond-reasonable-justification,Ministers told to cut wait for new benefit amid evidence it is causing debt,method_gut,,LOW,0.15250000000000005,1,outlier_high
https://www.theguardian.com/society/2017/aug/03/cot-death-charity-raises-concerns-over-finnish-style-baby-boxes,Cot death charity raises concerns over Finnish-style 'baby boxes',method_gut,,LOW,0.15250000000000005,1,outlier_high
https://www.theguardian.com/society/2017/aug/29/too-ill-to-get-to-jobcentre-disabled-people-may-still-be-sanctioned,Too ill to get to the jobcentre? If you’re disabled you may still be sanctioned,method_expert_secondary,,LOW,0.14500000000000005,1,outlier_high
https://www.theguardian.com/money/2015/jul/07/britons-overpaying-energy-cma-competition-report,"Millions of Britons are overpaying for energy, says competition report",method_prepost,method_expert_qual,LOW,0.15250000000000005,1,outlier_high
https://www.theguardian.com/commentisfree/2014/nov/19/guardian-view-nhs-funding-integrated-hospital-community-care-right,"The Guardian view on NHS funding: integrating hospital and community care is right, but it won’t save money",method_expert_qual,method_expert_secondary,LOW,0.13900000000000004,1,outlier_high
https://www.theguardian.com/news/reality-check/2015/jan/27/benefit-cap-stampede-job-centre-david-cameron,Reality check: has the benefit cap led to a 'rush to the job centre'?,method_prepost,method_expert_secondary,LOW,0.14650000000000005,1,outlier_high
https://www.theguardian.com/news/datablog/2013/jul/30/nhs-helpline-calls-received-outcomes,NHS helpline: what does the data say?,method_expert_secondary,,LOW,0.13900000000000004,1,outlier_high
https://www.theguardian.com/sustainable-business/home-birth-labour-sustainable-option,Home birth: labour in the living room is the sustainable option,method_expert_qual,,LOW,0.13900000000000004,1,outlier_high
https://www.theguardian.com/society/joepublic/2008/aug/28/nhs.health,Commercial forces are putting the NHS under pressure,method_gut,,LOW,0.14500000000000005,1,outlier_high
